pack_id,recipient_offset,recipient_length,candidate_rank,donor_offset,donor_length,phrase_score,signature_hits,recipient_class,donor_class
111,116446163,1044254,0,40937216,16384,3475,607,6,6
111,116446163,1044254,1,48260352,16384,2363,411,6,6
111,116446163,1044254,2,46669568,65536,2175,379,6,6
111,116446163,1044254,3,46694144,16384,1815,319,6,6
111,116446163,1044254,4,47719680,65536,1258,200,6,6
112,117490417,1048143,0,40937216,16384,3475,607,6,6
112,117490417,1048143,1,48260352,16384,2363,411,6,6
112,117490417,1048143,2,46669568,65536,2175,379,6,6
112,117490417,1048143,3,46694144,16384,1815,319,6,6
112,117490417,1048143,4,117424640,65536,1412,244,6,6
112,117490417,1048143,5,47719680,65536,1258,200,6,6
113,118538560,1041394,0,40937216,16384,3475,607,6,6
113,118538560,1041394,1,48260352,16384,2363,411,6,6
113,118538560,1041394,2,46669568,65536,2175,379,6,6
113,118538560,1041394,3,46694144,16384,1815,319,6,6
113,118538560,1041394,4,117424640,65536,1412,244,6,6
113,118538560,1041394,5,47719680,65536,1258,200,6,6
114,119579954,1048210,0,40937216,16384,3475,607,6,6
114,119579954,1048210,1,48260352,16384,2363,411,6,6
114,119579954,1048210,2,46669568,65536,2175,379,6,6
114,119579954,1048210,3,46694144,16384,1815,319,6,6
114,119579954,1048210,4,118538752,16384,1571,273,6,6
114,119579954,1048210,5,117424640,65536,1412,244,6,6
114,119579954,1048210,6,47719680,65536,1258,200,6,6
115,120628164,1047845,0,13641728,16384,7194,1222,9,9
115,120628164,1047845,1,16797952,4096,5067,1151,9,9
115,120628164,1047845,2,1048320,65536,4869,843,9,9
115,120628164,1047845,3,1540096,65536,4779,829,9,9
115,120628164,1047845,4,3080960,65536,3850,616,9,9
115,120628164,1047845,5,4129792,65536,3570,616,9,9
115,120628164,1047845,6,2097920,16384,3515,605,9,9
116,121676009,1048337,0,42968832,65536,9292,1634,10,10
116,121676009,1048337,1,43017984,16384,8971,1579,10,10
116,121676009,1048337,2,42508288,4096,7432,1694,10,10
116,121676009,1048337,3,56115712,65536,4513,739,10,10
116,121676009,1048337,4,62403072,65536,4012,660,10,10
117,122724346,1039846,0,40937216,16384,3475,607,6,6
117,122724346,1039846,1,48260352,16384,2363,411,6,6
117,122724346,1039846,2,46669568,65536,2175,379,6,6
117,122724346,1039846,3,46694144,16384,1815,319,6,6
117,122724346,1039846,4,118538752,16384,1571,273,6,6
117,122724346,1039846,5,117424640,65536,1412,244,6,6
117,122724346,1039846,6,47719680,65536,1258,200,6,6
118,123764192,1047401,0,40937216,16384,3475,607,6,6
118,123764192,1047401,1,48260352,16384,2363,411,6,6
118,123764192,1047401,2,46669568,65536,2175,379,6,6
118,123764192,1047401,3,46694144,16384,1815,319,6,6
118,123764192,1047401,4,118538752,16384,1571,273,6,6
118,123764192,1047401,5,117424640,65536,1412,244,6,6
118,123764192,1047401,6,47719680,65536,1258,200,6,6
119,124811593,1048069,0,42968832,65536,9292,1634,10,10
119,124811593,1048069,1,43017984,16384,8971,1579,10,10
119,124811593,1048069,2,42508288,4096,7432,1694,10,10
119,124811593,1048069,3,56115712,65536,4513,739,10,10
119,124811593,1048069,4,62403072,65536,4012,660,10,10
120,125859662,1047287,0,42968832,65536,9292,1634,10,10
120,125859662,1047287,1,43017984,16384,8971,1579,10,10
120,125859662,1047287,2,42508288,4096,7432,1694,10,10
120,125859662,1047287,3,56115712,65536,4513,739,10,10
120,125859662,1047287,4,62403072,65536,4012,660,10,10
121,126906949,1049127,0,42968832,65536,9292,1634,10,10
121,126906949,1049127,1,43017984,16384,8971,1579,10,10
121,126906949,1049127,2,42508288,4096,7432,1694,10,10
121,126906949,1049127,3,56115712,65536,4513,739,10,10
121,126906949,1049127,4,62403072,65536,4012,660,10,10
122,127956076,1044461,0,42968832,65536,9292,1634,10,10
122,127956076,1044461,1,43017984,16384,8971,1579,10,10
122,127956076,1044461,2,42508288,4096,7432,1694,10,10
122,127956076,1044461,3,56115712,65536,4513,739,10,10
122,127956076,1044461,4,62403072,65536,4012,660,10,10
123,129000537,1042937,0,42968832,65536,9292,1634,10,10
123,129000537,1042937,1,43017984,16384,8971,1579,10,10
123,129000537,1042937,2,42508288,4096,7432,1694,10,10
123,129000537,1042937,3,56115712,65536,4513,739,10,10
123,129000537,1042937,4,62403072,65536,4012,660,10,10
124,130043474,1052565,0,40937216,16384,3475,607,6,6
124,130043474,1052565,1,48260352,16384,2363,411,6,6
124,130043474,1052565,2,46669568,65536,2175,379,6,6
124,130043474,1052565,3,46694144,16384,1815,319,6,6
124,130043474,1052565,4,118538752,16384,1571,273,6,6
124,130043474,1052565,5,117424640,65536,1412,244,6,6
124,130043474,1052565,6,47719680,65536,1258,200,6,6
125,131096039,1047350,0,42968832,65536,9292,1634,10,10
125,131096039,1047350,1,43017984,16384,8971,1579,10,10
125,131096039,1047350,2,42508288,4096,7432,1694,10,10
125,131096039,1047350,3,56115712,65536,4513,739,10,10
125,131096039,1047350,4,62403072,65536,4012,660,10,10
126,132143389,1052809,0,42968832,65536,9292,1634,10,10
126,132143389,1052809,1,43017984,16384,8971,1579,10,10
126,132143389,1052809,2,42508288,4096,7432,1694,10,10
126,132143389,1052809,3,56115712,65536,4513,739,10,10
126,132143389,1052809,4,62403072,65536,4012,660,10,10
127,133196198,1048059,0,42968832,65536,9292,1634,10,10
127,133196198,1048059,1,43017984,16384,8971,1579,10,10
127,133196198,1048059,2,42508288,4096,7432,1694,10,10
127,133196198,1048059,3,56115712,65536,4513,739,10,10
127,133196198,1048059,4,62403072,65536,4012,660,10,10
128,134244257,1053802,0,42968832,65536,9292,1634,10,10
128,134244257,1053802,1,43017984,16384,8971,1579,10,10
128,134244257,1053802,2,42508288,4096,7432,1694,10,10
128,134244257,1053802,3,56115712,65536,4513,739,10,10
128,134244257,1053802,4,62403072,65536,4012,660,10,10
129,135298059,1053942,0,42968832,65536,9292,1634,10,10
129,135298059,1053942,1,43017984,16384,8971,1579,10,10
129,135298059,1053942,2,42508288,4096,7432,1694,10,10
129,135298059,1053942,3,56115712,65536,4513,739,10,10
129,135298059,1053942,4,62403072,65536,4012,660,10,10
130,136352001,1050287,0,13641728,16384,7194,1222,9,9
130,136352001,1050287,1,16797952,4096,5067,1151,9,9
130,136352001,1050287,2,1048320,65536,4869,843,9,9
130,136352001,1050287,3,1540096,65536,4779,829,9,9
130,136352001,1050287,4,3080960,65536,3850,616,9,9
130,136352001,1050287,5,4129792,65536,3570,616,9,9
130,136352001,1050287,6,2097920,16384,3515,605,9,9
131,137402288,1047088,0,13641728,16384,7194,1222,9,9
131,137402288,1047088,1,16797952,4096,5067,1151,9,9
131,137402288,1047088,2,1048320,65536,4869,843,9,9
131,137402288,1047088,3,1540096,65536,4779,829,9,9
131,137402288,1047088,4,3080960,65536,3850,616,9,9
131,137402288,1047088,5,4129792,65536,3570,616,9,9
131,137402288,1047088,6,2097920,16384,3515,605,9,9
132,138449376,1039752,0,13641728,16384,7194,1222,9,9
132,138449376,1039752,1,16797952,4096,5067,1151,9,9
132,138449376,1039752,2,1048320,65536,4869,843,9,9
132,138449376,1039752,3,1540096,65536,4779,829,9,9
132,138449376,1039752,4,3080960,65536,3850,616,9,9
132,138449376,1039752,5,4129792,65536,3570,616,9,9
132,138449376,1039752,6,2097920,16384,3515,605,9,9
133,139489128,1050639,0,42968832,65536,9292,1634,10,10
133,139489128,1050639,1,43017984,16384,8971,1579,10,10
133,139489128,1050639,2,42508288,4096,7432,1694,10,10
133,139489128,1050639,3,56115712,65536,4513,739,10,10
133,139489128,1050639,4,62403072,65536,4012,660,10,10
134,140539767,1048234,0,42968832,65536,9292,1634,10,10
134,140539767,1048234,1,43017984,16384,8971,1579,10,10
134,140539767,1048234,2,42508288,4096,7432,1694,10,10
134,140539767,1048234,3,56115712,65536,4513,739,10,10
134,140539767,1048234,4,62403072,65536,4012,660,10,10
135,141588001,1047941,0,13641728,16384,7194,1222,9,9
135,141588001,1047941,1,16797952,4096,5067,1151,9,9
135,141588001,1047941,2,1048320,65536,4869,843,9,9
135,141588001,1047941,3,1540096,65536,4779,829,9,9
135,141588001,1047941,4,3080960,65536,3850,616,9,9
135,141588001,1047941,5,4129792,65536,3570,616,9,9
135,141588001,1047941,6,2097920,16384,3515,605,9,9
136,142635942,1048683,0,42968832,65536,9292,1634,10,10
136,142635942,1048683,1,43017984,16384,8971,1579,10,10
136,142635942,1048683,2,42508288,4096,7432,1694,10,10
136,142635942,1048683,3,56115712,65536,4513,739,10,10
136,142635942,1048683,4,62403072,65536,4012,660,10,10
137,143684625,1059844,0,13641728,16384,7194,1222,9,9
137,143684625,1059844,1,16797952,4096,5067,1151,9,9
137,143684625,1059844,2,1048320,65536,4869,843,9,9
137,143684625,1059844,3,1540096,65536,4779,829,9,9
137,143684625,1059844,4,3080960,65536,3850,616,9,9
137,143684625,1059844,5,4129792,65536,3570,616,9,9
137,143684625,1059844,6,2097920,16384,3515,605,9,9
138,144744469,1047857,0,13641728,16384,7194,1222,9,9
138,144744469,1047857,1,16797952,4096,5067,1151,9,9
138,144744469,1047857,2,1048320,65536,4869,843,9,9
138,144744469,1047857,3,1540096,65536,4779,829,9,9
138,144744469,1047857,4,3080960,65536,3850,616,9,9
138,144744469,1047857,5,4129792,65536,3570,616,9,9
138,144744469,1047857,6,2097920,16384,3515,605,9,9
139,145792326,1049713,0,13641728,16384,7194,1222,9,9
139,145792326,1049713,1,16797952,4096,5067,1151,9,9
139,145792326,1049713,2,1048320,65536,4869,843,9,9
139,145792326,1049713,3,1540096,65536,4779,829,9,9
139,145792326,1049713,4,3080960,65536,3850,616,9,9
139,145792326,1049713,5,4129792,65536,3570,616,9,9
139,145792326,1049713,6,2097920,16384,3515,605,9,9
140,146842039,1044950,0,13641728,16384,7194,1222,9,9
140,146842039,1044950,1,16797952,4096,5067,1151,9,9
140,146842039,1044950,2,1048320,65536,4869,843,9,9
140,146842039,1044950,3,1540096,65536,4779,829,9,9
140,146842039,1044950,4,3080960,65536,3850,616,9,9
140,146842039,1044950,5,4129792,65536,3570,616,9,9
140,146842039,1044950,6,2097920,16384,3515,605,9,9
141,147886989,1046933,0,42968832,65536,9292,1634,10,10
141,147886989,1046933,1,43017984,16384,8971,1579,10,10
141,147886989,1046933,2,42508288,4096,7432,1694,10,10
141,147886989,1046933,3,56115712,65536,4513,739,10,10
141,147886989,1046933,4,62403072,65536,4012,660,10,10
141,147886989,1046933,5,143680512,4096,3827,881,10,10
142,148933922,1051128,0,40937216,16384,3475,607,6,6
142,148933922,1051128,1,48260352,16384,2363,411,6,6
142,148933922,1051128,2,46669568,65536,2175,379,6,6
142,148933922,1051128,3,46694144,16384,1815,319,6,6
142,148933922,1051128,4,118538752,16384,1571,273,6,6
142,148933922,1051128,5,117424640,65536,1412,244,6,6
142,148933922,1051128,6,47719680,65536,1258,200,6,6
143,149985050,1044901,0,13641728,16384,7194,1222,9,9
143,149985050,1044901,1,16797952,4096,5067,1151,9,9
143,149985050,1044901,2,1048320,65536,4869,843,9,9
143,149985050,1044901,3,1540096,65536,4779,829,9,9
143,149985050,1044901,4,3080960,65536,3850,616,9,9
143,149985050,1044901,5,4129792,65536,3570,616,9,9
143,149985050,1044901,6,2097920,16384,3515,605,9,9
144,151029951,1040616,0,13641728,16384,7194,1222,9,9
144,151029951,1040616,1,16797952,4096,5067,1151,9,9
144,151029951,1040616,2,1048320,65536,4869,843,9,9
144,151029951,1040616,3,1540096,65536,4779,829,9,9
144,151029951,1040616,4,3080960,65536,3850,616,9,9
144,151029951,1040616,5,4129792,65536,3570,616,9,9
144,151029951,1040616,6,2097920,16384,3515,605,9,9
145,152070567,1048142,0,13641728,16384,7194,1222,9,9
145,152070567,1048142,1,16797952,4096,5067,1151,9,9
145,152070567,1048142,2,1048320,65536,4869,843,9,9
145,152070567,1048142,3,1540096,65536,4779,829,9,9
145,152070567,1048142,4,3080960,65536,3850,616,9,9
145,152070567,1048142,5,4129792,65536,3570,616,9,9
145,152070567,1048142,6,2097920,16384,3515,605,9,9
146,153118709,1046941,0,13641728,16384,7194,1222,9,9
146,153118709,1046941,1,16797952,4096,5067,1151,9,9
146,153118709,1046941,2,1048320,65536,4869,843,9,9
146,153118709,1046941,3,1540096,65536,4779,829,9,9
146,153118709,1046941,4,3080960,65536,3850,616,9,9
146,153118709,1046941,5,4129792,65536,3570,616,9,9
146,153118709,1046941,6,2097920,16384,3515,605,9,9
147,154165650,1049166,0,13641728,16384,7194,1222,9,9
147,154165650,1049166,1,16797952,4096,5067,1151,9,9
147,154165650,1049166,2,1048320,65536,4869,843,9,9
147,154165650,1049166,3,1540096,65536,4779,829,9,9
147,154165650,1049166,4,3080960,65536,3850,616,9,9
147,154165650,1049166,5,4129792,65536,3570,616,9,9
147,154165650,1049166,6,2097920,16384,3515,605,9,9
148,155214816,1048578,0,13641728,16384,7194,1222,9,9
148,155214816,1048578,1,16797952,4096,5067,1151,9,9
148,155214816,1048578,2,1048320,65536,4869,843,9,9
148,155214816,1048578,3,1540096,65536,4779,829,9,9
148,155214816,1048578,4,3080960,65536,3850,616,9,9
148,155214816,1048578,5,4129792,65536,3570,616,9,9
148,155214816,1048578,6,2097920,16384,3515,605,9,9
149,156263394,1050649,0,13641728,16384,7194,1222,9,9
149,156263394,1050649,1,16797952,4096,5067,1151,9,9
149,156263394,1050649,2,1048320,65536,4869,843,9,9
149,156263394,1050649,3,1540096,65536,4779,829,9,9
149,156263394,1050649,4,3080960,65536,3850,616,9,9
149,156263394,1050649,5,4129792,65536,3570,616,9,9
149,156263394,1050649,6,2097920,16384,3515,605,9,9
150,157314043,1046398,0,13641728,16384,7194,1222,9,9
150,157314043,1046398,1,16797952,4096,5067,1151,9,9
150,157314043,1046398,2,1048320,65536,4869,843,9,9
150,157314043,1046398,3,1540096,65536,4779,829,9,9
150,157314043,1046398,4,3080960,65536,3850,616,9,9
150,157314043,1046398,5,4129792,65536,3570,616,9,9
150,157314043,1046398,6,2097920,16384,3515,605,9,9
151,158360441,1048546,0,13641728,16384,7194,1222,9,9
151,158360441,1048546,1,16797952,4096,5067,1151,9,9
151,158360441,1048546,2,1048320,65536,4869,843,9,9
151,158360441,1048546,3,1540096,65536,4779,829,9,9
151,158360441,1048546,4,3080960,65536,3850,616,9,9
151,158360441,1048546,5,4129792,65536,3570,616,9,9
151,158360441,1048546,6,2097920,16384,3515,605,9,9
152,159408987,1048203,0,13641728,16384,7194,1222,9,9
152,159408987,1048203,1,16797952,4096,5067,1151,9,9
152,159408987,1048203,2,1048320,65536,4869,843,9,9
152,159408987,1048203,3,1540096,65536,4779,829,9,9
152,159408987,1048203,4,3080960,65536,3850,616,9,9
152,159408987,1048203,5,4129792,65536,3570,616,9,9
152,159408987,1048203,6,2097920,16384,3515,605,9,9
153,160457190,1049443,0,13641728,16384,7194,1222,9,9
153,160457190,1049443,1,16797952,4096,5067,1151,9,9
153,160457190,1049443,2,1048320,65536,4869,843,9,9
153,160457190,1049443,3,1540096,65536,4779,829,9,9
153,160457190,1049443,4,3080960,65536,3850,616,9,9
153,160457190,1049443,5,4129792,65536,3570,616,9,9
153,160457190,1049443,6,2097920,16384,3515,605,9,9
154,161506633,1047273,0,13641728,16384,7194,1222,9,9
154,161506633,1047273,1,16797952,4096,5067,1151,9,9
154,161506633,1047273,2,1048320,65536,4869,843,9,9
154,161506633,1047273,3,1540096,65536,4779,829,9,9
154,161506633,1047273,4,3080960,65536,3850,616,9,9
154,161506633,1047273,5,4129792,65536,3570,616,9,9
154,161506633,1047273,6,2097920,16384,3515,605,9,9
155,162553906,1047278,0,13641728,16384,7194,1222,9,9
155,162553906,1047278,1,16797952,4096,5067,1151,9,9
155,162553906,1047278,2,1048320,65536,4869,843,9,9
155,162553906,1047278,3,1540096,65536,4779,829,9,9
155,162553906,1047278,4,3080960,65536,3850,616,9,9
155,162553906,1047278,5,4129792,65536,3570,616,9,9
155,162553906,1047278,6,2097920,16384,3515,605,9,9
156,163601184,1044809,0,13641728,16384,7194,1222,9,9
156,163601184,1044809,1,16797952,4096,5067,1151,9,9
156,163601184,1044809,2,1048320,65536,4869,843,9,9
156,163601184,1044809,3,1540096,65536,4779,829,9,9
156,163601184,1044809,4,3080960,65536,3850,616,9,9
156,163601184,1044809,5,4129792,65536,3570,616,9,9
156,163601184,1044809,6,2097920,16384,3515,605,9,9
157,164645993,1046364,0,13641728,16384,7194,1222,9,9
157,164645993,1046364,1,16797952,4096,5067,1151,9,9
157,164645993,1046364,2,1048320,65536,4869,843,9,9
157,164645993,1046364,3,1540096,65536,4779,829,9,9
157,164645993,1046364,4,3080960,65536,3850,616,9,9
157,164645993,1046364,5,4129792,65536,3570,616,9,9
157,164645993,1046364,6,2097920,16384,3515,605,9,9
158,165692357,1048654,0,13641728,16384,7194,1222,9,9
158,165692357,1048654,1,16797952,4096,5067,1151,9,9
158,165692357,1048654,2,1048320,65536,4869,843,9,9
158,165692357,1048654,3,1540096,65536,4779,829,9,9
158,165692357,1048654,4,3080960,65536,3850,616,9,9
158,165692357,1048654,5,4129792,65536,3570,616,9,9
158,165692357,1048654,6,2097920,16384,3515,605,9,9
159,166741011,1051639,0,13641728,16384,7194,1222,9,9
159,166741011,1051639,1,16797952,4096,5067,1151,9,9
159,166741011,1051639,2,1048320,65536,4869,843,9,9
159,166741011,1051639,3,1540096,65536,4779,829,9,9
159,166741011,1051639,4,3080960,65536,3850,616,9,9
159,166741011,1051639,5,4129792,65536,3570,616,9,9
159,166741011,1051639,6,2097920,16384,3515,605,9,9
160,167792650,1046187,0,13641728,16384,7194,1222,9,9
160,167792650,1046187,1,16797952,4096,5067,1151,9,9
160,167792650,1046187,2,1048320,65536,4869,843,9,9
160,167792650,1046187,3,1540096,65536,4779,829,9,9
160,167792650,1046187,4,3080960,65536,3850,616,9,9
160,167792650,1046187,5,4129792,65536,3570,616,9,9
160,167792650,1046187,6,2097920,16384,3515,605,9,9
161,168838837,1043875,0,13641728,16384,7194,1222,9,9
161,168838837,1043875,1,16797952,4096,5067,1151,9,9
161,168838837,1043875,2,1048320,65536,4869,843,9,9
161,168838837,1043875,3,1540096,65536,4779,829,9,9
161,168838837,1043875,4,3080960,65536,3850,616,9,9
161,168838837,1043875,5,4129792,65536,3570,616,9,9
161,168838837,1043875,6,2097920,16384,3515,605,9,9
162,169882712,1048075,0,13641728,16384,7194,1222,9,9
162,169882712,1048075,1,16797952,4096,5067,1151,9,9
162,169882712,1048075,2,1048320,65536,4869,843,9,9
162,169882712,1048075,3,1540096,65536,4779,829,9,9
162,169882712,1048075,4,3080960,65536,3850,616,9,9
162,169882712,1048075,5,4129792,65536,3570,616,9,9
162,169882712,1048075,6,2097920,16384,3515,605,9,9
163,170930787,1044859,0,13641728,16384,7194,1222,9,9
163,170930787,1044859,1,16797952,4096,5067,1151,9,9
163,170930787,1044859,2,1048320,65536,4869,843,9,9
163,170930787,1044859,3,1540096,65536,4779,829,9,9
163,170930787,1044859,4,3080960,65536,3850,616,9,9
163,170930787,1044859,5,4129792,65536,3570,616,9,9
163,170930787,1044859,6,2097920,16384,3515,605,9,9
164,171975646,1049530,0,42968832,65536,9292,1634,10,10
164,171975646,1049530,1,43017984,16384,8971,1579,10,10
164,171975646,1049530,2,42508288,4096,7432,1694,10,10
164,171975646,1049530,3,56115712,65536,4513,739,10,10
164,171975646,1049530,4,62403072,65536,4012,660,10,10
164,171975646,1049530,5,143680512,4096,3827,881,10,10
165,173025176,1048648,0,13641728,16384,7194,1222,9,9
165,173025176,1048648,1,16797952,4096,5067,1151,9,9
165,173025176,1048648,2,1048320,65536,4869,843,9,9
165,173025176,1048648,3,1540096,65536,4779,829,9,9
165,173025176,1048648,4,3080960,65536,3850,616,9,9
165,173025176,1048648,5,4129792,65536,3570,616,9,9
165,173025176,1048648,6,2097920,16384,3515,605,9,9
166,174073824,1037472,0,13641728,16384,7194,1222,9,9
166,174073824,1037472,1,16797952,4096,5067,1151,9,9
166,174073824,1037472,2,1048320,65536,4869,843,9,9
166,174073824,1037472,3,1540096,65536,4779,829,9,9
166,174073824,1037472,4,3080960,65536,3850,616,9,9
166,174073824,1037472,5,4129792,65536,3570,616,9,9
166,174073824,1037472,6,2097920,16384,3515,605,9,9
167,175111296,1052652,0,13641728,16384,7194,1222,9,9
167,175111296,1052652,1,16797952,4096,5067,1151,9,9
167,175111296,1052652,2,1048320,65536,4869,843,9,9
167,175111296,1052652,3,1540096,65536,4779,829,9,9
167,175111296,1052652,4,3080960,65536,3850,616,9,9
167,175111296,1052652,5,4129792,65536,3570,616,9,9
167,175111296,1052652,6,2097920,16384,3515,605,9,9
168,176163948,1030724,0,42968832,65536,9292,1634,10,10
168,176163948,1030724,1,43017984,16384,8971,1579,10,10
168,176163948,1030724,2,42508288,4096,7432,1694,10,10
168,176163948,1030724,3,56115712,65536,4513,739,10,10
168,176163948,1030724,4,62403072,65536,4012,660,10,10
168,176163948,1030724,5,143680512,4096,3827,881,10,10
169,177194672,1049078,0,13641728,16384,7194,1222,9,9
169,177194672,1049078,1,16797952,4096,5067,1151,9,9
169,177194672,1049078,2,1048320,65536,4869,843,9,9
169,177194672,1049078,3,1540096,65536,4779,829,9,9
169,177194672,1049078,4,3080960,65536,3850,616,9,9
169,177194672,1049078,5,4129792,65536,3570,616,9,9
169,177194672,1049078,6,2097920,16384,3515,605,9,9
170,178243750,1052178,0,13641728,16384,7194,1222,9,9
170,178243750,1052178,1,16797952,4096,5067,1151,9,9
170,178243750,1052178,2,1048320,65536,4869,843,9,9
170,178243750,1052178,3,1540096,65536,4779,829,9,9
170,178243750,1052178,4,3080960,65536,3850,616,9,9
170,178243750,1052178,5,4129792,65536,3570,616,9,9
170,178243750,1052178,6,2097920,16384,3515,605,9,9
171,179295928,1047324,0,13641728,16384,7194,1222,9,9
171,179295928,1047324,1,16797952,4096,5067,1151,9,9
171,179295928,1047324,2,1048320,65536,4869,843,9,9
171,179295928,1047324,3,1540096,65536,4779,829,9,9
171,179295928,1047324,4,3080960,65536,3850,616,9,9
171,179295928,1047324,5,4129792,65536,3570,616,9,9
171,179295928,1047324,6,2097920,16384,3515,605,9,9
172,180343252,1042821,0,13641728,16384,7194,1222,9,9
172,180343252,1042821,1,16797952,4096,5067,1151,9,9
172,180343252,1042821,2,1048320,65536,4869,843,9,9
172,180343252,1042821,3,1540096,65536,4779,829,9,9
172,180343252,1042821,4,3080960,65536,3850,616,9,9
172,180343252,1042821,5,4129792,65536,3570,616,9,9
172,180343252,1042821,6,2097920,16384,3515,605,9,9
173,181386073,1052237,0,13641728,16384,7194,1222,9,9
173,181386073,1052237,1,16797952,4096,5067,1151,9,9
173,181386073,1052237,2,1048320,65536,4869,843,9,9
173,181386073,1052237,3,1540096,65536,4779,829,9,9
173,181386073,1052237,4,3080960,65536,3850,616,9,9
173,181386073,1052237,5,4129792,65536,3570,616,9,9
173,181386073,1052237,6,2097920,16384,3515,605,9,9
174,182438310,1048420,0,13641728,16384,7194,1222,9,9
174,182438310,1048420,1,16797952,4096,5067,1151,9,9
174,182438310,1048420,2,1048320,65536,4869,843,9,9
174,182438310,1048420,3,1540096,65536,4779,829,9,9
174,182438310,1048420,4,3080960,65536,3850,616,9,9
174,182438310,1048420,5,4129792,65536,3570,616,9,9
174,182438310,1048420,6,2097920,16384,3515,605,9,9
175,183486730,1046059,0,13641728,16384,7194,1222,9,9
175,183486730,1046059,1,16797952,4096,5067,1151,9,9
175,183486730,1046059,2,1048320,65536,4869,843,9,9
175,183486730,1046059,3,1540096,65536,4779,829,9,9
175,183486730,1046059,4,3080960,65536,3850,616,9,9
175,183486730,1046059,5,4129792,65536,3570,616,9,9
175,183486730,1046059,6,2097920,16384,3515,605,9,9
176,184532789,1042547,0,13641728,16384,7194,1222,9,9
176,184532789,1042547,1,16797952,4096,5067,1151,9,9
176,184532789,1042547,2,1048320,65536,4869,843,9,9
176,184532789,1042547,3,1540096,65536,4779,829,9,9
176,184532789,1042547,4,3080960,65536,3850,616,9,9
176,184532789,1042547,5,4129792,65536,3570,616,9,9
176,184532789,1042547,6,2097920,16384,3515,605,9,9
177,185575336,1045763,0,13641728,16384,7194,1222,9,9
177,185575336,1045763,1,16797952,4096,5067,1151,9,9
177,185575336,1045763,2,1048320,65536,4869,843,9,9
177,185575336,1045763,3,1540096,65536,4779,829,9,9
177,185575336,1045763,4,3080960,65536,3850,616,9,9
177,185575336,1045763,5,4129792,65536,3570,616,9,9
177,185575336,1045763,6,2097920,16384,3515,605,9,9
178,186621099,1049227,0,42968832,65536,9292,1634,10,10
178,186621099,1049227,1,43017984,16384,8971,1579,10,10
178,186621099,1049227,2,42508288,4096,7432,1694,10,10
178,186621099,1049227,3,56115712,65536,4513,739,10,10
178,186621099,1049227,4,62403072,65536,4012,660,10,10
178,186621099,1049227,5,143680512,4096,3827,881,10,10
179,187670326,1039704,0,13641728,16384,7194,1222,9,9
179,187670326,1039704,1,16797952,4096,5067,1151,9,9
179,187670326,1039704,2,1048320,65536,4869,843,9,9
179,187670326,1039704,3,1540096,65536,4779,829,9,9
179,187670326,1039704,4,3080960,65536,3850,616,9,9
179,187670326,1039704,5,4129792,65536,3570,616,9,9
179,187670326,1039704,6,2097920,16384,3515,605,9,9
180,188710030,1048350,0,42968832,65536,9292,1634,10,10
180,188710030,1048350,1,43017984,16384,8971,1579,10,10
180,188710030,1048350,2,42508288,4096,7432,1694,10,10
180,188710030,1048350,3,56115712,65536,4513,739,10,10
180,188710030,1048350,4,62403072,65536,4012,660,10,10
180,188710030,1048350,5,143680512,4096,3827,881,10,10
181,189758380,1048434,0,40937216,16384,3475,607,6,6
181,189758380,1048434,1,48260352,16384,2363,411,6,6
181,189758380,1048434,2,46669568,65536,2175,379,6,6
181,189758380,1048434,3,46694144,16384,1815,319,6,6
181,189758380,1048434,4,118538752,16384,1571,273,6,6
181,189758380,1048434,5,117424640,65536,1412,244,6,6
181,189758380,1048434,6,47719680,65536,1258,200,6,6
182,190806814,1045886,0,42968832,65536,9292,1634,10,10
182,190806814,1045886,1,43017984,16384,8971,1579,10,10
182,190806814,1045886,2,42508288,4096,7432,1694,10,10
182,190806814,1045886,3,56115712,65536,4513,739,10,10
182,190806814,1045886,4,62403072,65536,4012,660,10,10
182,190806814,1045886,5,143680512,4096,3827,881,10,10
183,191852700,1047401,0,42968832,65536,9292,1634,10,10
183,191852700,1047401,1,43017984,16384,8971,1579,10,10
183,191852700,1047401,2,42508288,4096,7432,1694,10,10
183,191852700,1047401,3,56115712,65536,4513,739,10,10
183,191852700,1047401,4,62403072,65536,4012,660,10,10
183,191852700,1047401,5,143680512,4096,3827,881,10,10
184,192900101,1047633,0,13641728,16384,7194,1222,9,9
184,192900101,1047633,1,16797952,4096,5067,1151,9,9
184,192900101,1047633,2,1048320,65536,4869,843,9,9
184,192900101,1047633,3,1540096,65536,4779,829,9,9
184,192900101,1047633,4,3080960,65536,3850,616,9,9
184,192900101,1047633,5,4129792,65536,3570,616,9,9
184,192900101,1047633,6,2097920,16384,3515,605,9,9
185,193947734,1051812,0,13641728,16384,7194,1222,9,9
185,193947734,1051812,1,16797952,4096,5067,1151,9,9
185,193947734,1051812,2,1048320,65536,4869,843,9,9
185,193947734,1051812,3,1540096,65536,4779,829,9,9
185,193947734,1051812,4,3080960,65536,3850,616,9,9
185,193947734,1051812,5,4129792,65536,3570,616,9,9
185,193947734,1051812,6,2097920,16384,3515,605,9,9
186,194999546,1050949,0,13641728,16384,7194,1222,9,9
186,194999546,1050949,1,16797952,4096,5067,1151,9,9
186,194999546,1050949,2,1048320,65536,4869,843,9,9
186,194999546,1050949,3,1540096,65536,4779,829,9,9
186,194999546,1050949,4,3080960,65536,3850,616,9,9
186,194999546,1050949,5,4129792,65536,3570,616,9,9
