rank,pack_id,recipient_offset,recipient_length,best_phrase_score,best_signature_hits,candidate_count
786,201,51728497,258688,3,3,12
787,204,52503434,261664,3,3,12
788,206,53027083,260454,3,3,12
789,209,53798983,234217,3,3,12
790,214,55076229,256315,3,3,12
791,215,55332547,261570,3,3,12
792,223,57370114,261703,3,3,12
793,226,58152440,248421,3,3,12
794,234,60187449,256436,3,3,12
795,236,60705206,260593,3,3,12
796,240,61730296,258395,3,3,12
797,241,61988694,257495,3,3,12
798,243,62507146,261187,3,3,12
799,244,62768336,259892,3,3,12
800,247,63548558,259187,3,3,12
801,248,63807748,261878,3,3,12
802,250,64331636,260156,3,3,12
803,255,65637780,259254,3,3,12
804,257,66158851,252838,3,3,12
805,259,66673621,256671,3,3,12
806,262,67448620,262103,3,3,12
807,263,67710726,258603,3,3,12
808,266,68486375,254314,3,3,12
809,270,69508119,255909,3,3,12
810,273,70239918,261774,3,3,12
811,274,70501695,257268,3,3,12
812,278,71543148,252831,3,3,12
813,281,72315775,260266,3,3,12
814,282,72576044,261776,3,3,12
815,287,73870987,261426,3,3,12
816,288,74132416,259789,3,3,12
817,289,74392208,261162,3,3,12
818,294,75688811,257860,3,3,12
819,299,76944928,251110,3,3,12
820,304,78231667,259243,3,3,12
821,305,78490913,262100,3,3,12
822,308,79267267,259872,3,3,12
823,314,80819941,257342,3,3,12
824,315,81077286,259400,3,3,12
825,318,81854885,261610,3,3,12
826,319,82116498,260919,3,3,12
827,320,82377420,261816,3,3,12
828,321,82639239,261466,3,3,12
829,322,82900708,261498,3,3,12
830,325,83678355,262021,3,3,12
831,327,84200984,261818,3,3,12
832,333,85751461,260726,3,3,12
833,337,86791334,249349,3,3,12
834,339,87302636,258765,3,3,12
835,343,88343775,262110,3,3,12
836,347,89372129,260074,3,3,12
837,348,89632206,255190,3,3,12
838,352,90666224,259447,3,3,12
839,355,91446544,262106,3,3,12
840,358,92225954,261501,3,3,12
841,359,92487458,262038,3,3,12
842,362,93260716,260988,3,3,12
843,363,93521707,261204,3,3,12
844,372,95855639,257067,3,3,12
845,383,98718019,259273,3,3,12
846,384,98977295,261219,3,3,12
847,385,99238517,261150,3,3,12
848,389,100259475,250641,3,3,12
849,392,101034032,255586,3,3,12
850,393,101289621,259543,3,3,12
851,396,102069637,261636,3,3,12
852,399,102854417,261936,3,3,12
853,402,103626351,258778,3,3,12
854,403,103885132,247956,3,3,12
855,406,104653975,260011,3,3,12
856,408,105162604,255005,3,3,12
857,411,105935563,261413,3,3,12
858,412,106196979,261707,3,3,12
859,414,106716415,260815,3,3,12
860,415,106977233,259524,3,3,12
861,422,108757991,257072,3,3,12
862,425,109533256,230910,3,3,12
863,427,110015557,258491,3,3,12
864,431,111052738,259943,3,3,12
865,434,111828750,250354,3,3,12
866,435,112079107,261213,3,3,12
867,438,112851823,259592,3,3,12
868,442,113887464,260417,3,3,12
869,443,114147884,260250,3,3,12
870,449,115688952,258379,3,3,12
871,456,117473442,261778,3,3,12
872,457,117735223,257303,3,3,12
873,462,119025791,262104,3,3,12
874,465,119789568,261775,3,3,12
875,466,120051346,244353,3,3,12
876,467,120295702,248046,3,3,12
877,474,122107201,260886,3,3,12
878,478,123146093,260203,3,3,12
879,484,124689104,258748,3,3,12
880,494,127263042,255835,3,3,6
881,507,130560677,257866,3,3,12
882,512,131847511,260485,3,3,12
883,524,134936813,259104,3,3,12
884,526,135455095,235817,3,3,12
885,540,139002891,253454,3,3,12
886,559,143829405,253708,3,3,12
887,560,144083116,241171,3,3,12
888,566,145614715,261580,3,3,12
889,569,146396613,252286,3,3,12
890,575,147912800,253941,3,3,12
891,588,151236934,257155,3,3,12
892,593,152505008,249778,3,3,12
893,598,153770972,261146,3,3,12
894,603,155072440,261640,3,3,12
895,613,157677599,261760,3,3,12
896,622,160007506,262074,3,3,12
897,624,160531139,261868,3,3,12
898,626,161054084,254913,3,3,12
899,627,161309000,261049,3,3,12
900,632,162587866,253523,3,3,12
901,633,162841392,259668,3,3,12
902,634,163101063,261933,3,3,12
903,637,163871558,256520,3,3,12
904,639,164390123,255867,3,3,12
905,640,164645993,259308,3,3,12
906,641,164905304,259920,3,3,12
907,642,165165227,243423,3,3,12
908,649,166927144,261558,3,3,12
909,651,167449166,257824,3,3,12
910,654,168211602,260444,3,3,12
911,657,168987267,260496,3,3,12
912,667,171574267,260863,3,3,12
913,669,172096870,245654,3,3,12
914,670,172342527,261551,3,3,12
915,671,172604081,260898,3,3,12
916,678,174366677,261368,3,3,12
917,685,176182105,261305,3,3,12
918,691,177715927,261782,3,3,12
919,693,178236715,258843,3,3,12
920,698,179516565,259057,3,3,12
921,701,180292991,260889,3,3,12
922,706,181595140,261321,3,3,12
923,715,183915507,257259,3,3,12
924,716,184172769,261406,3,3,12
925,723,185991884,261687,3,3,12
926,733,188593913,261853,3,3,12
927,741,190640017,260564,3,3,12
928,744,191420612,261856,3,3,12
929,753,193699073,257475,3,3,12
930,758,194967475,261472,3,3,12
931,767,197291861,261456,3,3,12
932,768,197553320,261456,3,3,12
933,770,198067216,246648,3,3,12
934,773,198818432,261830,3,3,12
935,777,199816592,253495,3,3,12
936,778,200070090,253229,3,3,12
937,781,200840864,250140,3,3,12
938,782,201091007,248763,3,3,12
939,784,201593260,262062,3,3,12
940,790,203119145,257599,3,3,12
941,795,204416147,251152,3,3,12
942,798,205136151,254307,3,3,12
943,803,206404001,259646,3,3,12
944,806,207183788,251741,3,3,12
945,810,208210287,261720,3,3,12
946,811,208472010,261028,3,3,12
947,812,208733041,234876,3,3,12
948,813,208967920,260625,3,3,12
949,815,209454188,262024,3,3,12
950,816,209716215,260702,3,3,12
951,828,212807808,259250,3,3,12
952,830,213327007,261172,3,3,12
953,840,215910131,258147,3,3,12
954,842,216429240,236022,3,3,12
955,845,217154031,257263,3,3,12
956,847,217673408,260772,3,3,12
957,848,217934183,258624,3,3,12
958,856,220012455,255207,3,3,12
959,861,221283343,261157,3,3,12
960,864,222059714,262061,3,3,12
961,868,223102566,260496,3,3,12
962,869,223363065,261054,3,3,12
963,870,223624122,252941,3,3,12
964,871,223877066,260953,3,3,12
965,874,224661042,260816,3,3,12
966,877,225442941,258640,3,3,12
967,880,226223597,261866,3,3,12
968,881,226485466,261197,3,3,12
969,890,228807544,256506,3,3,12
970,896,230369111,258562,3,3,12
971,898,230875933,261640,3,3,12
972,900,231385390,252786,3,3,12
973,904,232422188,243739,3,3,12
974,910,233945158,254905,3,3,12
975,913,234713153,247330,3,3,12
976,924,237470589,257274,3,3,12
977,931,239249970,252983,3,3,12
978,933,239754573,248571,3,3,12
979,942,242006689,261864,3,3,12
980,962,247052313,259173,3,3,12
981,967,248347814,259609,3,3,12
982,984,252706984,260079,3,3,12
983,988,253746605,250408,3,3,12
984,993,255026066,259854,3,3,12
985,1002,257363188,261923,3,3,12
986,1003,257625114,262090,3,3,12
987,1010,259435331,260565,3,3,12
988,1014,260460436,253420,3,3,12
989,1020,261988206,262133,3,3,12
990,1023,262767673,261122,3,3,12
991,1024,263028798,257048,3,3,12
992,1025,263285849,259945,3,3,12
993,1029,264315178,250583,3,3,12
994,1048,269207718,257058,3,3,12
995,1049,269464779,259634,3,3,12
996,1050,269724416,261149,3,3,12
997,1054,270754587,261630,3,3,12
998,1057,271526458,245315,3,3,12
999,1058,271771776,261663,3,3,12
1000,1059,272033442,247901,3,3,12
1001,1060,272281346,262115,3,3,12
1002,1061,272543464,260438,3,3,12
1003,1067,274085284,261171,3,3,12
1004,1074,275894354,259842,3,3,12
1005,1079,277182068,257624,3,3,12
1006,1080,277439695,255387,3,3,12
1007,1086,278993948,255925,3,3,12
1008,1088,279504937,260741,3,3,12
1009,1091,280274713,259817,3,3,12
1010,1094,281043443,255195,3,3,12
1011,1106,284108722,258999,3,3,12
1012,1109,284884007,259450,3,3,12
1013,1111,285402688,257057,3,3,12
1014,1113,285915062,259804,3,3,12
1015,1117,286950273,259689,3,3,12
1016,1118,287209965,260640,3,3,12
1017,1121,287973217,259944,3,3,12
1018,1125,289004154,259041,3,3,12
1019,1131,290542078,259059,3,3,12
1020,1134,291318325,255988,3,3,12
1021,1137,292070853,257843,3,3,12
1022,1145,294094877,259391,3,3,12
1023,1146,294354271,247821,3,3,12
1024,1151,295638957,261966,3,3,12
1025,1157,297200409,252407,3,3,12
1026,1158,297452819,253385,3,3,12
1027,1172,301028753,261263,3,3,12
1028,1183,303857001,251700,3,3,12
1029,1209,310530913,246349,3,3,12
1030,1212,311289231,260039,3,3,12
1031,1213,311549273,260534,3,3,12
1032,1217,312586385,261885,3,3,12
1033,1224,314396761,229446,3,3,12
1034,1225,314626210,259563,3,3,12
1035,1234,316909885,247150,3,3,12
1036,1241,318712472,249093,3,3,12
1037,1244,319482928,257713,3,3,12
1038,1245,319740644,242539,3,3,12
1039,1246,319983186,218914,3,3,12
1040,1250,320969588,247668,3,3,12
1041,1251,321217259,249650,3,3,12
1042,1262,324058563,258975,3,3,12
1043,1265,324834604,250735,3,3,12
1044,1272,326634834,260365,3,3,12
1045,1274,327155554,257538,3,3,12
1046,1287,330517656,239624,3,3,12
1047,1290,331256747,259418,3,3,12
1048,1291,331516168,257506,3,3,12
1049,1296,332804956,261621,3,3,12
1050,1297,333066580,261102,3,3,12
1051,1299,333587804,260136,3,3,12
1052,1300,333847943,259683,3,3,12
1053,1303,334620441,247358,3,3,12
1054,1304,334867802,261782,3,3,12
1055,1305,335129587,257505,3,3,12
1056,1306,335387095,258307,3,3,12
1057,1317,338222846,258177,3,3,12
1058,1318,338481026,260631,3,3,12
1059,1326,340541347,261948,3,3,12
1060,1327,340803298,255716,3,3,12
1061,1328,341059017,259431,3,3,12
1062,1331,341732987,259771,3,3,12
1063,1334,342479441,258251,3,3,12
1064,1335,342737695,252769,3,3,12
1065,1336,342990467,261924,3,3,12
1066,1338,343513436,258357,3,3,12
1067,1341,344288486,262110,3,3,12
1068,1342,344550599,261461,3,3,12
1069,1344,345073808,261376,3,3,12
1070,1351,346888848,195122,3,3,12
1071,1355,347841643,255731,3,3,12
1072,1359,348879407,261564,3,3,12
1073,1365,350431266,251242,3,3,12
1074,1372,352240827,262093,3,3,12
1075,1377,353537354,259806,3,3,12
1076,1385,355580519,261335,3,3,12
1077,1387,356069768,248231,3,3,12
1078,1388,356318002,253881,3,3,12
1079,1416,363497262,260368,3,3,12
1080,1426,366075173,259149,3,3,12
1081,1427,366334325,248918,3,3,12
1082,1440,369690329,259377,3,3,12
1083,1443,370467185,261400,3,3,12
1084,1448,371766680,261121,3,3,12
1085,1451,372545735,260603,3,3,12
1086,1453,373053014,261663,3,3,12
1087,1474,378436904,260812,3,3,12
1088,1486,381511293,259633,3,3,12
1089,1497,384364347,261052,3,3,12
1090,1499,384887044,259625,3,3,12
1091,1505,386402657,257313,3,3,12
1092,1506,386659973,260060,3,3,12
1093,1509,387434005,261729,3,3,12
1094,1510,387695737,261665,3,3,12
1095,1518,389773785,262120,3,3,12
1096,1523,390993014,249315,3,3,12
1097,1524,391242332,253134,3,3,12
1098,1526,391742401,260497,3,3,12
1099,1528,392257394,256272,3,3,12
1100,1533,393515524,261813,3,3,12
1101,1534,393777340,260952,3,3,12
1102,1535,394038295,257831,3,3,12
1103,1542,395836400,260097,3,3,12
1104,1546,396865491,261130,3,3,12
1105,1558,399980618,261994,3,3,12
1106,1564,401536273,258200,3,3,12
1107,1570,403099739,261314,3,3,12
1108,1571,403361056,260638,3,3,12
1109,1572,403621697,260787,3,3,12
1110,1575,404403975,258130,3,3,12
1111,1577,404920791,252681,3,3,12
1112,1579,405434556,253372,3,3,12
1113,1585,406988058,257990,3,3,12
1114,1590,408260876,260195,3,3,12
1115,1591,408521074,257189,3,3,12
1116,1595,409554883,250712,3,3,12
1117,1597,410066529,257353,3,3,12
1118,1602,411356396,257788,3,3,12
1119,1604,411872437,260440,3,3,12
1120,1609,413176196,251368,3,3,12
1121,1612,413950534,255466,3,3,12
1122,1613,414206003,260713,3,3,12
1123,1614,414466719,255833,3,3,12
1124,1619,415760357,261915,3,3,12
1125,1625,417309557,260090,3,3,12
1126,1637,420393186,261659,3,3,12
1127,1641,421438536,257413,3,3,12
1128,1655,425042770,256961,3,3,12
1129,1658,425808279,260248,3,3,12
1130,1659,426068530,253981,3,3,12
1131,1664,427346349,258181,3,3,12
1132,1665,427604533,261294,3,3,12
1133,1667,428125539,259865,3,3,12
1134,1674,429945091,260763,3,3,12
1135,1675,430205857,254742,3,3,12
1136,1680,431476009,260796,3,3,12
1137,1687,433259500,247897,3,3,12
1138,1694,435041912,261151,3,3,12
1139,1698,436066272,256514,3,3,12
1140,1699,436322789,259190,3,3,12
1141,1703,437332194,251879,3,3,12
1142,1705,437837464,243580,3,3,12
1143,1706,438081047,259026,3,3,12
1144,1710,439103869,260868,3,3,12
1145,1716,440621568,261440,3,3,12
1146,1727,443440924,239503,3,3,12
1147,2085,536658395,246568,3,3,12
1148,2086,536904966,255024,3,3,12
1149,2090,537883720,256044,3,3,12
1150,2092,538396279,257903,3,3,12
1151,2106,541370130,165030,3,3,12
1152,2117,544000072,208236,3,3,12
1153,2118,544208311,247575,3,3,12
1154,2120,544689951,262052,3,3,12
1155,14,3655176,244189,2,2,12
1156,15,3899368,251987,2,2,2
1157,26,6757337,249943,2,2,12
1158,27,7007283,257876,2,2,12
1159,29,7516370,258321,2,2,12
1160,30,7774694,260755,2,2,12
1161,37,9590435,261670,2,2,12
1162,38,9852108,261064,2,2,12
1163,41,10628979,257459,2,2,12
1164,43,11140682,248230,2,2,12
1165,49,12676399,242991,2,2,12
1166,52,13429596,260054,2,2,12
1167,54,13951755,260873,2,2,12
1168,59,15238155,249974,2,2,12
1169,64,16527218,257741,2,2,12
1170,65,16784962,241529,2,2,12
1171,66,17026494,258136,2,2,12
1172,71,18291924,239178,2,2,12
1173,75,19308193,256790,2,2,12
1174,76,19564986,259916,2,2,12
1175,77,19824905,245723,2,2,12
1176,80,20592248,257988,2,2,12
1177,81,20850239,257640,2,2,12
1178,83,21368772,237209,2,2,12
1179,87,22380328,240391,2,2,12
1180,94,24135239,260803,2,2,12
1181,95,24396045,249007,2,2,12
1182,97,24891720,253699,2,2,12
1183,98,25145422,257233,2,2,12
1184,101,25916153,261295,2,2,12
1185,102,26177451,262110,2,2,12
1186,107,27472011,259371,2,2,12
1187,108,27731385,262109,2,2,12
1188,112,28767875,252781,2,2,12
1189,113,29020659,256475,2,2,9
1190,115,29531363,255105,2,2,12
1191,116,29786471,250884,2,2,12
1192,118,30296449,259012,2,2,12
1193,120,30812889,261625,2,2,12
1194,121,31074517,255105,2,2,12
1195,122,31329625,259861,2,2,12
1196,123,31589489,260601,2,2,12
1197,131,33648043,261182,2,2,12
1198,132,33909228,258449,2,2,12
1199,135,34688783,259933,2,2,12
1200,137,35209449,255164,2,2,12
1201,139,35723738,261874,2,2,12
1202,142,36498956,260033,2,2,12
1203,143,36758992,261295,2,2,12
1204,145,37279746,261097,2,2,12
1205,149,38322675,261438,2,2,12
1206,151,38843774,261536,2,2,12
1207,153,39366791,260296,2,2,12
1208,158,40664026,248728,2,2,12
1209,162,41690856,260979,2,2,12
1210,168,43247382,252688,2,2,12
1211,171,44023298,257520,2,2,12
1212,172,44280821,261315,2,2,12
1213,173,44542139,239870,2,2,12
1214,174,44782012,256224,2,2,12
1215,180,46323104,260032,2,2,12
1216,184,47365317,247909,2,2,12
1217,187,48134305,259213,2,2,12
1218,189,48644662,258826,2,2,12
1219,195,50196629,254282,2,2,12
1220,198,50966668,244374,2,2,12
1221,199,51211045,256327,2,2,12
1222,200,51467375,261119,2,2,12
1223,202,51987188,261391,2,2,12
1224,211,54294678,262034,2,2,12
1225,212,54556715,260629,2,2,12
1226,213,54817347,258879,2,2,12
1227,217,55855805,261608,2,2,12
1228,220,56623100,233015,2,2,12
1229,222,57112544,257567,2,2,12
1230,225,57892556,259881,2,2,12
1231,228,58662432,261094,2,2,12
1232,230,59182093,240026,2,2,12
1233,231,59422122,258988,2,2,12
1234,235,60443888,261315,2,2,12
1235,237,60965802,260200,2,2,12
1236,242,62246192,260951,2,2,12
1237,251,64591795,261705,2,2,12
1238,253,65115321,261116,2,2,12
1239,260,66930295,256366,2,2,12
1240,261,67186664,261953,2,2,12
1241,264,67969332,259716,2,2,12
1242,265,68229051,257321,2,2,12
1243,277,71281986,261159,2,2,12
1244,285,73351727,260851,2,2,12
1245,298,76682987,261938,2,2,12
1246,300,77196041,261181,2,2,12
1247,303,77972320,259344,2,2,12
1248,306,78753016,261712,2,2,12
1249,307,79014731,252533,2,2,12
1250,309,79527142,260684,2,2,12
1251,310,79787829,253301,2,2,12
1252,312,80297827,262065,2,2,12
1253,313,80559895,260043,2,2,12
1254,316,81336689,261578,2,2,12
1255,323,83162209,258662,2,2,12
1256,324,83420874,257478,2,2,12
1257,326,83940379,260602,2,2,12
1258,328,84462805,242826,2,2,12
1259,329,84705634,261716,2,2,12
1260,335,86273647,261518,2,2,12
1261,338,87040686,261947,2,2,12
1262,340,87561404,262046,2,2,12
1263,341,87823453,259957,2,2,12
1264,342,88083413,260359,2,2,12
1265,354,91185668,260873,2,2,12
1266,357,91970326,255625,2,2,12
1267,360,92749499,258618,2,2,12
1268,361,93008120,252593,2,2,12
1269,364,93782914,261559,2,2,12
1270,367,94562895,261624,2,2,12
1271,368,94824522,255425,2,2,12
1272,369,95079950,255287,2,2,12
1273,370,95335240,259527,2,2,12
1274,374,96371851,257262,2,2,12
1275,375,96629116,261257,2,2,12
1276,376,96890376,259877,2,2,12
1277,379,97672750,261211,2,2,12
1278,380,97933964,260372,2,2,12
1279,381,98194339,261803,2,2,12
1280,386,99499670,259244,2,2,12
1281,394,101549167,258606,2,2,12
1282,404,104133091,260678,2,2,12
1283,407,104913989,248612,2,2,12
1284,409,105417612,258980,2,2,12
1285,413,106458689,257723,2,2,12
1286,416,107236760,251528,2,2,12
1287,417,107488291,258498,2,2,12
1288,418,107746792,245693,2,2,12
1289,420,108249862,249114,2,2,12
1290,423,109015066,261587,2,2,12
1291,426,109764169,251385,2,2,12
1292,429,110535424,256181,2,2,12
1293,430,110791608,261127,2,2,12
1294,432,111312684,261646,2,2,12
1295,436,112340323,260810,2,2,12
1296,437,112601136,250684,2,2,12
1297,440,113371410,259320,2,2,12
1298,441,113630733,256728,2,2,12
1299,444,114408137,245411,2,2,12
1300,446,114914502,255496,2,2,12
1301,448,115427005,261944,2,2,12
1302,450,115947334,260444,2,2,12
1303,451,116207781,238379,2,2,12
1304,452,116446163,258885,2,2,12
1305,453,116705051,258124,2,2,12
1306,454,116963178,260271,2,2,12
1307,455,117223452,249987,2,2,12
1308,459,118254370,257254,2,2,12
1309,460,118511627,252948,2,2,12
1310,461,118764578,261210,2,2,12
1311,468,120543751,260041,2,2,12
1312,473,121848502,258696,2,2,12
1313,475,122368090,260991,2,2,12
1314,477,122890114,255976,2,2,12
1315,479,123406299,251038,2,2,12
1316,482,124177566,261062,2,2,12
1317,485,124947855,258021,2,2,12
1318,486,125205879,257601,2,2,12
1319,488,125721818,261714,2,2,12
1320,491,126503000,258901,2,2,12
1321,493,127023526,239513,2,2,12
1322,495,127518880,253587,2,2,12
1323,497,128032529,260601,2,2,12
1324,498,128293133,256568,2,2,11
1325,500,128794635,261496,2,2,12
1326,501,129056134,220067,2,2,12
1327,502,129276204,248566,2,2,12
1328,503,129524773,257528,2,2,12
1329,505,130043474,258450,2,2,12
1330,506,130301927,258747,2,2,12
1331,513,132107999,257643,2,2,12
1332,514,132365645,260424,2,2,12
1333,516,132886001,261977,2,2,12
1334,517,133147981,252126,2,2,12
1335,523,134674964,261846,2,2,11
1336,525,135195920,259172,2,2,12
1337,536,137988154,261746,2,2,12
1338,538,138503243,241555,2,2,12
1339,549,141284760,261575,2,2,12
1340,552,142043297,257427,2,2,12
1341,556,143053485,253696,2,2,12
1342,563,144846078,257827,2,2,12
1343,564,145103908,249110,2,2,12
1344,567,145876298,261783,2,2,12
1345,570,146648902,257762,2,2,12
1346,571,146906667,257691,2,2,12
1347,572,147164361,245757,2,2,12
1348,574,147656685,256112,2,2,12
1349,578,148676073,257846,2,2,12
1350,580,149194720,254900,2,2,12
1351,581,149449623,250236,2,2,12
1352,582,149699862,249485,2,2,12
1353,583,149949350,252770,2,2,12
1354,584,150202123,254825,2,2,12
1355,585,150456951,259259,2,2,12
1356,586,150716213,259009,2,2,12
1357,587,150975225,261706,2,2,12
1358,589,151494092,260447,2,2,12
1359,592,152245584,259421,2,2,12
1360,594,152754789,255689,2,2,12
1361,596,153262504,258693,2,2,12
1362,602,154812639,259798,2,2,12
1363,604,155334083,260022,2,2,12
1364,605,155594108,258750,2,2,12
1365,607,156114568,259686,2,2,12
1366,608,156374257,261270,2,2,12
1367,610,156896395,261684,2,2,12
1368,611,157158082,258474,2,2,12
1369,615,158195647,261809,2,2,12
1370,617,158705422,261716,2,2,12
1371,618,158967141,261004,2,2,12
1372,620,159488063,260886,2,2,12
1373,623,160269583,261553,2,2,12
1374,625,160793010,261071,2,2,12
1375,628,161570052,260915,2,2,12
1376,631,162346589,241274,2,2,12
1377,638,164128081,262039,2,2,12
1378,646,166150194,258016,2,2,12
1379,647,166408213,260446,2,2,12
1380,650,167188705,260458,2,2,12
1381,652,167706993,244208,2,2,12
1382,655,168472049,261455,2,2,12
1383,656,168733507,253757,2,2,12
1384,659,169504193,257556,2,2,12
1385,661,170022963,255671,2,2,12
1386,666,171322064,252200,2,2,12
1387,668,171835133,261734,2,2,12
1388,672,172864982,254254,2,2,12
1389,675,173621671,250945,2,2,12
1390,676,173872619,241258,2,2,12
1391,681,175151550,251579,2,2,12
1392,682,175403132,258845,2,2,12
1393,683,175661980,259162,2,2,12
1394,684,175921145,260957,2,2,12
1395,687,176703938,258433,2,2,12
1396,689,177194672,259375,2,2,12
1397,692,177977712,259000,2,2,12
1398,694,178495561,261831,2,2,12
1399,695,178757395,241683,2,2,12
1400,699,179775625,261195,2,2,12
1401,700,180036823,256165,2,2,12
1402,702,180553883,262069,2,2,12
1403,704,181076026,261325,2,2,12
1404,705,181337354,257783,2,2,12
1405,707,181856464,261590,2,2,12
1406,711,182871066,261905,2,2,12
1407,714,183653628,261876,2,2,12
1408,717,184434178,260399,2,2,12
1409,720,185214589,256725,2,2,12
1410,722,185731531,260350,2,2,12
1411,724,186253574,262049,2,2,12
1412,725,186515626,261519,2,2,12
1413,726,186777148,261186,2,2,12
1414,727,187038337,259681,2,2,12
1415,728,187298021,260591,2,2,12
1416,729,187558615,252087,2,2,12
1417,734,188855769,244064,2,2,12
1418,735,189099836,259405,2,2,12
1419,736,189359244,251639,2,2,12
1420,737,189610886,260095,2,2,12
1421,739,190122099,256389,2,2,12
1422,740,190378491,261523,2,2,12
1423,746,191944449,260444,2,2,12
1424,747,192204896,249977,2,2,12
1425,748,192454876,258582,2,2,12
1426,750,192975500,247854,2,2,12
1427,752,193481341,217729,2,2,12
1428,754,193956551,252110,2,2,12
1429,755,194208664,261978,2,2,12
1430,757,194713277,254195,2,2,12
1431,761,195749712,242688,2,2,12
1432,763,196247519,260992,2,2,12
1433,765,196769668,261282,2,2,12
1434,769,197814779,252434,2,2,12
1435,771,198313867,254739,2,2,12
1436,774,199080265,242495,2,2,12
1437,776,199573826,242763,2,2,12
1438,779,200323322,255748,2,2,12
1439,780,200579073,261788,2,2,12
1440,785,201855325,241126,2,2,12
1441,786,202096454,244882,2,2,12
1442,787,202341339,261881,2,2,12
1443,788,202603223,257782,2,2,12
1444,792,203635895,259735,2,2,12
1445,794,204156430,259714,2,2,12
1446,797,204875313,260835,2,2,12
1447,799,205390461,247301,2,2,12
1448,802,206148785,255213,2,2,12
1449,804,206663650,262098,2,2,12
1450,805,206925751,258034,2,2,12
1451,807,207435532,258253,2,2,12
1452,808,207693788,259368,2,2,12
1453,817,209976920,251245,2,2,12
1454,818,210228168,260492,2,2,12
1455,820,210749918,257357,2,2,12
1456,821,211007278,255125,2,2,12
1457,822,211262406,261006,2,2,12
1458,823,211523415,250906,2,2,12
1459,824,211774324,260733,2,2,12
1460,825,212035060,261678,2,2,12
1461,826,212296741,261901,2,2,12
1462,831,213588182,257805,2,2,12
1463,832,213845990,243183,2,2,12
1464,836,214868631,261792,2,2,12
1465,838,215387757,260443,2,2,12
1466,841,216168281,260956,2,2,12
1467,843,216665265,234048,2,2,12
1468,844,216899316,254712,2,2,12
1469,846,217411297,262108,2,2,12
1470,849,218192810,252579,2,2,12
1471,852,218967052,261792,2,2,12
1472,853,219228847,260528,2,2,12
1473,854,219489378,261247,2,2,12
1474,863,221805332,254379,2,2,12
1475,873,224399872,261167,2,2,12
1476,878,225701584,260752,2,2,12
1477,883,226995325,260567,2,2,12
1478,884,227255895,260126,2,2,12
1479,886,227776917,262014,2,2,12
1480,891,229064053,261231,2,2,12
1481,893,229585989,261071,2,2,12
1482,894,229847063,261486,2,2,12
1483,899,231137576,247811,2,2,12
1484,901,231638179,262068,2,2,12
1485,902,231900250,260495,2,2,12
1486,905,232665930,244818,2,2,12
1487,906,232910751,258734,2,2,12
1488,907,233169488,259624,2,2,12
1489,908,233429115,259696,2,2,12
1490,912,234458792,254358,2,2,12
1491,915,235221390,259901,2,2,12
1492,916,235481294,257954,2,2,12
1493,918,235998640,252155,2,2,12
1494,920,236492935,248066,2,2,12
1495,928,238478417,260776,2,2,12
1496,936,240520084,235562,2,2,12
1497,938,241015224,224603,2,2,12
1498,939,241239830,259896,2,2,12
1499,941,241744701,261985,2,2,12
1500,943,242268556,253240,2,2,12
1501,945,242773438,248634,2,2,12
1502,950,244033190,258165,2,2,12
1503,951,244291358,258152,2,2,12
1504,952,244549513,179579,2,2,12
1505,953,244729095,261177,2,2,12
1506,955,245246602,249110,2,2,12
1507,957,245754986,262125,2,2,12
1508,958,246017114,261740,2,2,12
1509,964,247567456,261501,2,2,12
1510,966,248089639,258172,2,2,12
1511,968,248607426,249087,2,2,12
1512,970,249116427,261237,2,2,12
1513,971,249377667,261938,2,2,12
1514,974,250156988,247166,2,2,12
1515,978,251168865,261998,2,2,12
1516,979,251430866,261330,2,2,12
1517,980,251692199,249840,2,2,12
1518,981,251942042,260785,2,2,12
1519,982,252202830,242359,2,2,12
1520,983,252445192,261789,2,2,12
1521,987,253487899,258703,2,2,12
1522,989,253997016,261854,2,2,12
1523,994,255285923,260053,2,2,12
1524,998,256323337,261708,2,2,12
1525,1007,258667441,261866,2,2,12
1526,1008,258929310,245182,2,2,12
1527,1009,259174495,260833,2,2,12
1528,1013,260199657,260776,2,2,12
1529,1015,260713859,261197,2,2,12
1530,1016,260975059,232068,2,2,12
1531,1017,261207130,259893,2,2,12
1532,1018,261467026,260348,2,2,12
1533,1019,261727377,260826,2,2,12
1534,1026,263545797,261940,2,2,12
1535,1028,264054096,261079,2,2,12
1536,1031,264806829,257544,2,2,12
1537,1032,265064376,257637,2,2,12
1538,1034,265581482,259647,2,2,12
1539,1040,267133946,259077,2,2,12
1540,1041,267393026,260019,2,2,12
1541,1042,267653048,261266,2,2,12
1542,1044,268169349,259226,2,2,12
1543,1045,268428578,259305,2,2,12
1544,1046,268687886,257976,2,2,12
1545,1051,269985568,249692,2,2,12
1546,1052,270235263,258811,2,2,12
1547,1053,270494077,260507,2,2,12
1548,1055,271016220,248970,2,2,12
1549,1056,271265193,261262,2,2,12
1550,1064,273321655,258526,2,2,12
1551,1070,274866591,253195,2,2,12
1552,1071,275119789,253577,2,2,12
1553,1072,275373369,259950,2,2,12
1554,1073,275633322,261029,2,2,12
1555,1075,276154199,255321,2,2,12
1556,1078,276925790,256275,2,2,12
1557,1083,278214606,261661,2,2,12
1558,1087,279249876,255058,2,2,12
1559,1089,279765681,256634,2,2,12
1560,1090,280022318,252392,2,2,12
