pack_id,first_page,page_count,post_r1_start,post_r1_end,post_r1_length,decoded_length,stream_class,class_name,feature_mask
447,122618,463,468659769,469708075,1048306,1627789,10,mixed,1015
448,123081,435,469708075,470755850,1047775,1636603,0,prose,1015
449,123516,453,470755850,471801499,1045649,1615444,0,prose,1015
450,123969,423,471801499,472849548,1048049,1622917,10,mixed,1015
451,124392,546,472849548,473897987,1048439,1604098,0,prose,1015
452,124938,458,473897987,474956992,1059005,1641447,0,prose,1015
453,125396,510,474956992,476005114,1048122,1611927,0,prose,1015
454,125906,511,476005114,477053944,1048830,1620325,0,prose,887
455,126417,441,477053944,478103262,1049318,1611418,0,prose,887
456,126858,377,478103262,479152114,1048852,1606958,9,list,1015
457,127235,317,479152114,480198852,1046738,1517987,9,list,1015
458,127552,396,480198852,481246748,1047896,1626731,0,prose,1015
459,127948,447,481246748,482295161,1048413,1624519,0,prose,1015
460,128395,518,482295161,483344345,1049184,1612020,0,prose,887
461,128913,467,483344345,484392529,1048184,1614324,0,prose,1015
462,129380,516,484392529,485442897,1050368,1610478,0,prose,1015
463,129896,537,485442897,486490859,1047962,1598833,0,prose,743
464,130433,536,486490859,487540246,1049387,1618713,0,prose,743
465,130969,550,487540246,488588139,1047893,1639809,0,prose,887
466,131519,464,488588139,489635862,1047723,1628372,0,prose,1015
467,131983,384,489635862,490684771,1048909,1568990,9,list,1015
468,132367,520,490684771,491732832,1048061,1602117,0,prose,615
469,132887,375,491732832,492781013,1048181,1637012,10,mixed,1015
470,133262,551,492781013,493828753,1047740,1617183,0,prose,743
471,133813,549,493828753,494878210,1049457,1637729,0,prose,887
472,134362,528,494878210,495926457,1048247,1630275,0,prose,1015
473,134890,469,495926457,496975100,1048643,1620153,0,prose,1015
474,135359,531,496975100,498023217,1048117,1622585,0,prose,1015
475,135890,453,498023217,499072095,1048878,1618899,10,mixed,1015
476,136343,568,499072095,500120061,1047966,1627301,0,prose,615
477,136911,596,500120061,501168480,1048419,1638001,0,prose,615
478,137507,572,501168480,502216453,1047973,1636859,0,prose,743
479,138079,515,502216453,503265454,1049001,1620725,0,prose,887
480,138594,437,503265454,504314359,1048905,1664558,10,mixed,1015
481,139031,288,504314359,505362867,1048508,1680004,6,url,1015
482,139319,459,505362867,506411119,1048252,1648935,10,mixed,1015
483,139778,440,506411119,507459891,1048772,1644346,10,mixed,1015
484,140218,406,507459891,508507664,1047773,1594735,9,list,887
485,140624,428,508507664,509555748,1048084,1592191,10,mixed,615
486,141052,373,509555748,510603142,1047394,1611316,10,mixed,1015
487,141425,456,510603142,511651677,1048535,1588679,0,prose,999
488,141881,405,511651677,512699987,1048310,1661248,10,mixed,1015
489,142286,409,512699987,513748968,1048981,1641797,10,mixed,1015
490,142695,562,513748968,514796869,1047901,1652966,0,prose,615
491,143257,573,514796869,515845125,1048256,1652054,0,prose,743
492,143830,603,515845125,516894220,1049095,1657310,0,prose,615
493,144433,621,516894220,517943610,1049390,1661031,0,prose,583
494,145054,614,517943610,518991519,1047909,1656754,0,prose,583
495,145668,576,518991519,520039711,1048192,1638308,0,prose,615
496,146244,610,520039711,521088742,1049031,1672469,0,prose,615
497,146854,607,521088742,522137667,1048925,1672436,0,prose,999
498,147461,446,522137667,523185708,1048041,1659684,0,prose,887
499,147907,496,523185708,524233421,1047713,1641308,0,prose,1015
500,148403,445,524233421,525271199,1037778,1621745,0,prose,1015
501,148848,280,525271199,526317305,1046106,1629537,6,url,1015
502,149128,259,526317305,527365185,1047880,1657057,6,url,1015
503,149387,3335,527365185,528413765,1048580,1559665,10,mixed,1015
504,152722,4882,528413765,529462376,1048611,1557813,1,xml,1015
505,157604,4088,529462376,530510855,1048479,1604149,10,mixed,983
506,161692,1670,530510855,531559207,1048352,1661000,9,list,583
507,163362,1836,531559207,532607853,1048646,1743277,9,list,1015
508,165198,1712,532607853,533656382,1048529,1666218,9,list,1015
509,166910,1401,533656382,534703985,1047603,1604181,9,list,1015
510,168311,1737,534703985,535752479,1048494,1581550,9,list,1015
511,170048,1379,535752479,536798246,1045767,1531806,9,list,1015
512,171427,196,536798246,537847452,1049206,1614851,10,mixed,1015
513,171623,157,537847452,538902052,1054600,1774928,9,list,1015
514,171780,60,538902052,539848779,946727,1423821,9,list,1015
515,171840,25,539848779,540869020,1020241,1357362,9,list,983
516,171865,19,540869020,542108161,1239141,1630896,9,list,999
517,171884,29,542108161,543008316,900155,1216038,9,list,887
518,171913,10,543008316,544000072,991756,1275436,9,list,887
519,171923,219,544000072,545046632,1046560,1433339,9,list,1015
520,172142,2062,545046632,546095219,1048587,1626622,10,mixed,1015
521,174204,8349,546095219,547143784,1048565,1615509,1,xml,839
522,182553,8300,547143784,548192403,1048619,1604781,1,xml,455
523,190853,8489,548192403,549240968,1048565,1571581,1,xml,519
524,199342,8301,549240968,550289600,1048632,1575030,1,xml,839
525,207643,8285,550289600,551338164,1048564,1559669,1,xml,455
526,215928,8241,551338164,552386774,1048610,1569169,1,xml,327
527,224169,7850,552386774,553435380,1048606,1556369,1,xml,199
528,232019,8400,553435380,554483913,1048533,1555402,1,xml,263
529,240419,3005,554483913,554867313,383400,570934,1,xml,7
530,243424,1,554867313,587138826,32271513,210,1,xml,3
