pattern,prefix_length,suffix_length,context_kind,context,triggers,takes
26,6,2,line_bucket,1,51,23
26,6,2,line_bucket,2,7,7
26,6,2,line_bucket,3,539,243
26,6,2,line_bucket,4,5984,383
26,6,2,line_bucket,5,16059,1897
26,6,2,line_bucket,6,35015,20037
26,6,2,class_line,0,3409,1419
26,6,2,class_line,9,51,23
26,6,2,class_line,10,2,2
26,6,2,class_line,11,10,2
26,6,2,class_line,12,146,7
26,6,2,class_line,13,1718,58
26,6,2,class_line,14,2687,1681
26,6,2,class_line,18,1,1
26,6,2,class_line,19,201,86
26,6,2,class_line,20,1117,21
26,6,2,class_line,21,1734,565
26,6,2,class_line,22,12117,9376
26,6,2,class_line,26,2,2
26,6,2,class_line,27,182,130
26,6,2,class_line,28,2052,23
26,6,2,class_line,29,909,180
26,6,2,class_line,30,1540,823
26,6,2,class_line,35,25,4
26,6,2,class_line,36,280,19
26,6,2,class_line,37,669,134
26,6,2,class_line,38,2153,886
26,6,2,class_line,42,1,1
26,6,2,class_line,43,105,14
26,6,2,class_line,44,1339,120
26,6,2,class_line,45,1166,416
26,6,2,class_line,46,3298,1634
26,6,2,class_line,51,4,2
26,6,2,class_line,52,784,104
26,6,2,class_line,53,8413,381
26,6,2,class_line,54,9417,3633
26,6,2,class_line,58,1,1
26,6,2,class_line,59,12,5
26,6,2,class_line,60,266,89
26,6,2,class_line,61,1450,163
26,6,2,class_line,62,3803,2004
26,6,2,prev_byte,9,68,0
26,6,2,prev_byte,10,3409,1419
26,6,2,prev_byte,32,4546,1773
26,6,2,prev_byte,33,1392,842
26,6,2,prev_byte,34,36,26
26,6,2,prev_byte,37,163,77
26,6,2,prev_byte,38,1,0
26,6,2,prev_byte,39,2124,281
26,6,2,prev_byte,40,1,0
26,6,2,prev_byte,41,1169,730
26,6,2,prev_byte,42,44,28
26,6,2,prev_byte,43,3,1
26,6,2,prev_byte,44,1,0
26,6,2,prev_byte,45,206,39
26,6,2,prev_byte,46,436,265
26,6,2,prev_byte,47,13,6
26,6,2,prev_byte,48,2392,1247
26,6,2,prev_byte,49,1693,1049
26,6,2,prev_byte,50,1516,1024
26,6,2,prev_byte,51,1457,1012
26,6,2,prev_byte,52,1433,1005
26,6,2,prev_byte,53,1412,976
26,6,2,prev_byte,54,1452,1004
26,6,2,prev_byte,55,1307,938
26,6,2,prev_byte,56,1302,926
26,6,2,prev_byte,57,1206,868
26,6,2,prev_byte,74,2063,14
26,6,2,prev_byte,75,119,44
26,6,2,prev_byte,77,16,2
26,6,2,prev_byte,78,2280,1035
26,6,2,prev_byte,79,86,39
26,6,2,prev_byte,82,121,24
26,6,2,prev_byte,93,18560,4086
26,6,2,prev_byte,95,1,1
26,6,2,prev_byte,97,112,37
26,6,2,prev_byte,98,172,34
26,6,2,prev_byte,99,64,28
26,6,2,prev_byte,100,71,16
26,6,2,prev_byte,101,357,130
26,6,2,prev_byte,102,65,18
26,6,2,prev_byte,103,144,75
26,6,2,prev_byte,104,151,62
26,6,2,prev_byte,105,111,26
26,6,2,prev_byte,106,10,2
26,6,2,prev_byte,107,64,10
26,6,2,prev_byte,108,184,68
26,6,2,prev_byte,109,243,162
26,6,2,prev_byte,110,214,65
26,6,2,prev_byte,111,72,11
26,6,2,prev_byte,112,47,8
26,6,2,prev_byte,113,11,0
26,6,2,prev_byte,114,93,13
26,6,2,prev_byte,115,375,33
26,6,2,prev_byte,116,334,171
26,6,2,prev_byte,117,45,10
26,6,2,prev_byte,118,39,9
26,6,2,prev_byte,119,31,12
26,6,2,prev_byte,120,46,26
26,6,2,prev_byte,121,41,10
26,6,2,prev_byte,122,31,7
26,6,2,prev_byte,128,70,53
26,6,2,prev_byte,129,84,12
26,6,2,prev_byte,130,63,9
26,6,2,prev_byte,131,71,8
26,6,2,prev_byte,132,51,24
26,6,2,prev_byte,133,29,12
26,6,2,prev_byte,134,97,9
26,6,2,prev_byte,135,37,12
26,6,2,prev_byte,136,45,25
26,6,2,prev_byte,137,39,17
26,6,2,prev_byte,138,35,17
26,6,2,prev_byte,139,134,28
26,6,2,prev_byte,140,49,23
26,6,2,prev_byte,141,83,13
26,6,2,prev_byte,142,81,21
26,6,2,prev_byte,143,51,3
26,6,2,prev_byte,144,90,21
26,6,2,prev_byte,145,145,120
26,6,2,prev_byte,146,77,12
26,6,2,prev_byte,147,79,26
26,6,2,prev_byte,148,30,12
26,6,2,prev_byte,149,73,31
26,6,2,prev_byte,150,54,12
26,6,2,prev_byte,151,41,24
26,6,2,prev_byte,152,74,16
26,6,2,prev_byte,153,56,25
26,6,2,prev_byte,154,130,81
26,6,2,prev_byte,155,111,53
26,6,2,prev_byte,156,24,10
26,6,2,prev_byte,157,68,14
26,6,2,prev_byte,158,37,19
26,6,2,prev_byte,159,54,9
26,6,2,prev_byte,160,92,50
26,6,2,prev_byte,161,124,87
26,6,2,prev_byte,162,61,29
26,6,2,prev_byte,163,66,18
26,6,2,prev_byte,164,89,22
26,6,2,prev_byte,165,74,16
26,6,2,prev_byte,166,93,20
26,6,2,prev_byte,167,112,74
26,6,2,prev_byte,168,70,19
26,6,2,prev_byte,169,117,53
26,6,2,prev_byte,170,35,9
26,6,2,prev_byte,171,81,27
26,6,2,prev_byte,172,287,102
26,6,2,prev_byte,173,47,34
26,6,2,prev_byte,174,64,25
26,6,2,prev_byte,175,49,8
26,6,2,prev_byte,176,99,27
26,6,2,prev_byte,177,31,14
26,6,2,prev_byte,178,154,86
26,6,2,prev_byte,179,40,12
26,6,2,prev_byte,180,41,6
26,6,2,prev_byte,181,36,14
26,6,2,prev_byte,182,78,31
26,6,2,prev_byte,183,159,22
26,6,2,prev_byte,184,59,27
26,6,2,prev_byte,185,171,19
26,6,2,prev_byte,186,77,19
26,6,2,prev_byte,187,48,8
26,6,2,prev_byte,188,26,9
26,6,2,prev_byte,189,51,30
26,6,2,prev_byte,190,106,65
26,6,2,prev_byte,191,45,3
26,6,2,prev_byte,192,73,27
26,6,2,prev_byte,193,51,15
26,6,2,prev_byte,194,65,21
26,6,2,prev_byte,195,61,29
26,6,2,prev_byte,196,183,106
26,6,2,prev_byte,197,62,20
26,6,2,prev_byte,198,41,17
26,6,2,prev_byte,199,62,9
26,6,2,prev_byte,200,52,17
26,6,2,prev_byte,201,33,19
26,6,2,prev_byte,202,50,26
26,6,2,prev_byte,203,34,18
26,6,2,prev_byte,204,81,13
26,6,2,prev_byte,205,138,60
26,6,2,prev_byte,206,46,15
26,6,2,prev_byte,207,33,17
26,6,2,prev2_hash,0,36,8
26,6,2,prev2_hash,1,86,25
26,6,2,prev2_hash,2,112,33
26,6,2,prev2_hash,3,146,17
26,6,2,prev2_hash,4,169,45
26,6,2,prev2_hash,5,122,36
26,6,2,prev2_hash,6,86,13
26,6,2,prev2_hash,7,34,7
26,6,2,prev2_hash,8,112,65
26,6,2,prev2_hash,9,244,64
26,6,2,prev2_hash,10,1045,297
26,6,2,prev2_hash,11,144,74
26,6,2,prev2_hash,12,67,21
26,6,2,prev2_hash,13,265,81
26,6,2,prev2_hash,14,149,71
26,6,2,prev2_hash,15,162,92
26,6,2,prev2_hash,16,108,18
26,6,2,prev2_hash,17,120,34
26,6,2,prev2_hash,18,312,168
26,6,2,prev2_hash,19,39,13
26,6,2,prev2_hash,20,189,49
26,6,2,prev2_hash,21,183,9
26,6,2,prev2_hash,22,337,94
26,6,2,prev2_hash,23,208,22
26,6,2,prev2_hash,24,140,59
26,6,2,prev2_hash,25,68,13
26,6,2,prev2_hash,26,145,36
26,6,2,prev2_hash,27,34,6
26,6,2,prev2_hash,28,45,8
26,6,2,prev2_hash,29,48,27
26,6,2,prev2_hash,30,45,24
26,6,2,prev2_hash,31,93,17
26,6,2,prev2_hash,32,56,27
26,6,2,prev2_hash,33,180,32
26,6,2,prev2_hash,34,134,99
26,6,2,prev2_hash,35,100,35
26,6,2,prev2_hash,36,52,16
26,6,2,prev2_hash,37,46,14
26,6,2,prev2_hash,38,79,20
26,6,2,prev2_hash,39,44,16
26,6,2,prev2_hash,40,258,11
26,6,2,prev2_hash,41,58,15
26,6,2,prev2_hash,42,170,71
26,6,2,prev2_hash,43,213,24
26,6,2,prev2_hash,44,23,10
26,6,2,prev2_hash,47,2,1
26,6,2,prev2_hash,49,47,22
26,6,2,prev2_hash,51,48,17
26,6,2,prev2_hash,52,4,1
26,6,2,prev2_hash,53,1,0
26,6,2,prev2_hash,55,3,0
26,6,2,prev2_hash,56,65,62
26,6,2,prev2_hash,57,1,1
26,6,2,prev2_hash,58,5,0
26,6,2,prev2_hash,59,3,1
26,6,2,prev2_hash,60,1,0
26,6,2,prev2_hash,61,2,0
26,6,2,prev2_hash,62,2,0
26,6,2,prev2_hash,63,2,1
26,6,2,prev2_hash,64,1477,1189
26,6,2,prev2_hash,65,12,7
26,6,2,prev2_hash,66,22,21
26,6,2,prev2_hash,67,3,0
26,6,2,prev2_hash,69,15,13
26,6,2,prev2_hash,71,2743,850
26,6,2,prev2_hash,73,112,84
26,6,2,prev2_hash,74,5,4
26,6,2,prev2_hash,75,15,15
26,6,2,prev2_hash,76,3,1
26,6,2,prev2_hash,77,16,3
26,6,2,prev2_hash,78,2126,285
26,6,2,prev2_hash,80,82,22
26,6,2,prev2_hash,81,98,26
26,6,2,prev2_hash,82,51,20
26,6,2,prev2_hash,83,57,13
26,6,2,prev2_hash,84,71,11
26,6,2,prev2_hash,85,83,31
26,6,2,prev2_hash,86,38,8
26,6,2,prev2_hash,87,88,54
26,6,2,prev2_hash,88,379,300
26,6,2,prev2_hash,89,67,20
26,6,2,prev2_hash,90,170,17
26,6,2,prev2_hash,91,38,14
26,6,2,prev2_hash,92,255,140
26,6,2,prev2_hash,93,58,51
26,6,2,prev2_hash,94,70,23
26,6,2,prev2_hash,95,55,17
26,6,2,prev2_hash,96,840,289
26,6,2,prev2_hash,97,460,251
26,6,2,prev2_hash,98,619,351
26,6,2,prev2_hash,99,673,385
26,6,2,prev2_hash,100,750,503
26,6,2,prev2_hash,101,892,612
26,6,2,prev2_hash,102,1017,700
26,6,2,prev2_hash,103,3372,1595
26,6,2,prev2_hash,104,1146,849
26,6,2,prev2_hash,105,1272,944
26,6,2,prev2_hash,106,1274,946
26,6,2,prev2_hash,107,995,755
26,6,2,prev2_hash,108,903,665
26,6,2,prev2_hash,109,719,526
26,6,2,prev2_hash,110,720,529
26,6,2,prev2_hash,111,509,333
26,6,2,prev2_hash,112,558,342
26,6,2,prev2_hash,113,222,163
26,6,2,prev2_hash,114,137,94
26,6,2,prev2_hash,115,56,13
26,6,2,prev2_hash,116,75,27
26,6,2,prev2_hash,117,60,14
26,6,2,prev2_hash,118,66,59
26,6,2,prev2_hash,119,24,3
26,6,2,prev2_hash,120,97,40
26,6,2,prev2_hash,121,69,19
26,6,2,prev2_hash,122,44,25
26,6,2,prev2_hash,123,154,58
26,6,2,prev2_hash,124,155,97
26,6,2,prev2_hash,125,816,96
26,6,2,prev2_hash,126,241,64
26,6,2,prev2_hash,127,262,70
26,6,2,prev2_hash,128,239,102
26,6,2,prev2_hash,129,213,93
26,6,2,prev2_hash,130,158,36
26,6,2,prev2_hash,131,124,35
26,6,2,prev2_hash,132,149,58
26,6,2,prev2_hash,133,127,25
26,6,2,prev2_hash,134,368,139
26,6,2,prev2_hash,135,118,42
26,6,2,prev2_hash,136,135,51
26,6,2,prev2_hash,137,78,22
26,6,2,prev2_hash,138,77,33
26,6,2,prev2_hash,139,175,136
26,6,2,prev2_hash,140,84,47
26,6,2,prev2_hash,141,581,224
26,6,2,prev2_hash,142,380,119
26,6,2,prev2_hash,143,316,128
26,6,2,prev2_hash,144,325,178
26,6,2,prev2_hash,145,309,204
26,6,2,prev2_hash,146,210,100
26,6,2,prev2_hash,147,214,108
26,6,2,prev2_hash,148,255,121
26,6,2,prev2_hash,149,341,109
26,6,2,prev2_hash,150,620,307
26,6,2,prev2_hash,151,113,28
26,6,2,prev2_hash,152,136,83
26,6,2,prev2_hash,153,85,11
26,6,2,prev2_hash,154,71,18
26,6,2,prev2_hash,155,88,15
26,6,2,prev2_hash,156,63,18
26,6,2,prev2_hash,157,106,48
26,6,2,prev2_hash,158,77,30
26,6,2,prev2_hash,159,63,17
26,6,2,prev2_hash,160,91,19
26,6,2,prev2_hash,161,36,7
26,6,2,prev2_hash,162,68,25
26,6,2,prev2_hash,163,89,30
26,6,2,prev2_hash,164,136,62
26,6,2,prev2_hash,165,117,33
26,6,2,prev2_hash,166,95,28
26,6,2,prev2_hash,167,228,31
26,6,2,prev2_hash,168,101,32
26,6,2,prev2_hash,169,64,25
26,6,2,prev2_hash,170,44,19
26,6,2,prev2_hash,171,84,20
26,6,2,prev2_hash,172,143,56
26,6,2,prev2_hash,173,95,18
26,6,2,prev2_hash,174,105,65
26,6,2,prev2_hash,175,49,19
26,6,2,prev2_hash,176,126,41
26,6,2,prev2_hash,177,109,89
26,6,2,prev2_hash,178,85,19
26,6,2,prev2_hash,179,38,6
26,6,2,prev2_hash,180,79,20
26,6,2,prev2_hash,181,113,14
26,6,2,prev2_hash,182,74,53
26,6,2,prev2_hash,183,152,88
26,6,2,prev2_hash,184,59,28
26,6,2,prev2_hash,185,49,26
26,6,2,prev2_hash,186,171,125
26,6,2,prev2_hash,187,82,43
26,6,2,prev2_hash,188,53,12
26,6,2,prev2_hash,189,50,22
26,6,2,prev2_hash,190,3129,135
26,6,2,prev2_hash,191,70,24
26,6,2,prev2_hash,192,204,48
26,6,2,prev2_hash,193,164,31
26,6,2,prev2_hash,194,662,56
26,6,2,prev2_hash,195,75,13
26,6,2,prev2_hash,196,213,86
26,6,2,prev2_hash,197,105,28
26,6,2,prev2_hash,198,216,26
26,6,2,prev2_hash,199,40,18
26,6,2,prev2_hash,200,172,21
26,6,2,prev2_hash,201,437,48
26,6,2,prev2_hash,202,180,33
26,6,2,prev2_hash,203,1015,53
26,6,2,prev2_hash,204,1254,222
26,6,2,prev2_hash,205,120,11
26,6,2,prev2_hash,206,115,28
26,6,2,prev2_hash,207,407,35
26,6,2,prev2_hash,208,1245,39
26,6,2,prev2_hash,209,261,23
26,6,2,prev2_hash,210,235,94
26,6,2,prev2_hash,211,196,45
26,6,2,prev2_hash,212,96,8
26,6,2,prev2_hash,213,150,27
26,6,2,prev2_hash,214,238,48
26,6,2,prev2_hash,215,373,26
26,6,2,prev2_hash,216,229,56
26,6,2,prev2_hash,217,192,29
26,6,2,prev2_hash,218,161,67
26,6,2,prev2_hash,219,123,57
26,6,2,prev2_hash,220,51,15
26,6,2,prev2_hash,221,113,40
26,6,2,prev2_hash,222,73,18
26,6,2,prev2_hash,223,464,24
26,6,2,prev2_hash,224,110,38
26,6,2,prev2_hash,225,219,32
26,6,2,prev2_hash,226,196,26
26,6,2,prev2_hash,227,376,250
26,6,2,prev2_hash,228,150,26
26,6,2,prev2_hash,229,128,25
26,6,2,prev2_hash,230,129,67
26,6,2,prev2_hash,231,198,115
26,6,2,prev2_hash,232,177,138
26,6,2,prev2_hash,233,206,104
26,6,2,prev2_hash,234,95,56
26,6,2,prev2_hash,235,75,23
26,6,2,prev2_hash,236,299,71
26,6,2,prev2_hash,237,58,22
26,6,2,prev2_hash,238,186,46
26,6,2,prev2_hash,239,101,14
26,6,2,prev2_hash,240,108,52
26,6,2,prev2_hash,241,108,38
26,6,2,prev2_hash,242,230,80
26,6,2,prev2_hash,243,153,91
26,6,2,prev2_hash,244,179,162
26,6,2,prev2_hash,245,82,35
26,6,2,prev2_hash,246,151,56
26,6,2,prev2_hash,247,158,57
26,6,2,prev2_hash,248,79,34
26,6,2,prev2_hash,249,137,27
26,6,2,prev2_hash,250,71,21
26,6,2,prev2_hash,251,234,148
26,6,2,prev2_hash,252,129,41
26,6,2,prev2_hash,253,81,33
26,6,2,prev2_hash,254,319,76
26,6,2,prev2_hash,255,83,15
26,6,2,stream_band16,0,563,201
26,6,2,stream_band16,1,2467,930
26,6,2,stream_band16,2,4682,1500
26,6,2,stream_band16,3,3911,1125
26,6,2,stream_band16,4,349,150
26,6,2,stream_band16,5,5917,1875
26,6,2,stream_band16,6,1282,385
26,6,2,stream_band16,7,3045,1325
26,6,2,stream_band16,8,1729,712
26,6,2,stream_band16,9,5079,2239
26,6,2,stream_band16,10,20446,9630
26,6,2,stream_band16,11,8646,2756
26,6,2,stream_band16,12,905,397
26,6,2,stream_band16,13,1504,497
26,6,2,stream_band16,14,346,222
26,6,2,stream_band16,15,193,65
26,6,2,stream_band64,0,54,38
26,6,2,stream_band64,1,97,38
26,6,2,stream_band64,2,327,92
26,6,2,stream_band64,3,85,33
26,6,2,stream_band64,4,148,53
26,6,2,stream_band64,5,327,148
26,6,2,stream_band64,6,460,197
26,6,2,stream_band64,7,1532,532
26,6,2,stream_band64,8,826,395
26,6,2,stream_band64,9,1583,395
26,6,2,stream_band64,10,1129,327
26,6,2,stream_band64,11,1144,383
26,6,2,stream_band64,12,178,77
26,6,2,stream_band64,13,3575,1005
26,6,2,stream_band64,14,139,40
26,6,2,stream_band64,15,19,3
26,6,2,stream_band64,16,160,71
26,6,2,stream_band64,17,97,31
26,6,2,stream_band64,18,7,3
26,6,2,stream_band64,19,85,45
26,6,2,stream_band64,20,462,194
26,6,2,stream_band64,21,5002,1495
26,6,2,stream_band64,22,184,78
26,6,2,stream_band64,23,269,108
26,6,2,stream_band64,24,16,16
26,6,2,stream_band64,25,34,34
26,6,2,stream_band64,26,391,121
26,6,2,stream_band64,27,841,214
26,6,2,stream_band64,28,289,123
26,6,2,stream_band64,29,1793,751
26,6,2,stream_band64,30,470,182
26,6,2,stream_band64,31,493,269
26,6,2,stream_band64,32,1150,454
26,6,2,stream_band64,33,196,42
26,6,2,stream_band64,34,340,197
26,6,2,stream_band64,35,43,19
26,6,2,stream_band64,36,1331,701
26,6,2,stream_band64,37,3047,1290
26,6,2,stream_band64,38,229,111
26,6,2,stream_band64,39,472,137
26,6,2,stream_band64,40,522,298
26,6,2,stream_band64,41,17145,8271
26,6,2,stream_band64,42,1990,748
26,6,2,stream_band64,43,789,313
26,6,2,stream_band64,44,2096,706
26,6,2,stream_band64,45,1161,620
26,6,2,stream_band64,46,3104,859
26,6,2,stream_band64,47,2285,571
26,6,2,stream_band64,48,423,197
26,6,2,stream_band64,49,90,43
26,6,2,stream_band64,50,74,58
26,6,2,stream_band64,51,318,99
26,6,2,stream_band64,52,1380,392
26,6,2,stream_band64,53,100,93
26,6,2,stream_band64,54,6,3
26,6,2,stream_band64,55,18,9
26,6,2,stream_band64,57,22,9
26,6,2,stream_band64,58,151,76
26,6,2,stream_band64,59,173,137
26,6,2,stream_band64,63,193,65
27,12,4,global,0,10888,10066
27,12,4,byte_class,0,10888,10066
27,12,4,line_bucket,0,10888,10066
27,12,4,class_line,0,10888,10066
27,12,4,prev_byte,10,10888,10066
27,12,4,prev2_hash,88,10888,10066
27,12,4,stream_band16,14,4831,4757
27,12,4,stream_band16,15,6057,5309
27,12,4,stream_band64,59,4831,4757
27,12,4,stream_band64,60,6057,5309
29,6,2,global,0,24041,22211
29,6,2,byte_class,5,24041,22211
29,6,2,line_bucket,2,1422,385
29,6,2,line_bucket,3,47,19
29,6,2,line_bucket,4,451,365
29,6,2,line_bucket,5,1432,1347
29,6,2,line_bucket,6,20689,20095
29,6,2,class_line,42,1422,385
29,6,2,class_line,43,47,19
29,6,2,class_line,44,451,365
29,6,2,class_line,45,1432,1347
29,6,2,class_line,46,20689,20095
29,6,2,prev_byte,223,24041,22211
29,6,2,prev2_hash,14,24009,22185
29,6,2,prev2_hash,43,22,19
29,6,2,prev2_hash,230,10,7
29,6,2,stream_band16,0,201,114
29,6,2,stream_band16,1,930,870
29,6,2,stream_band16,2,1500,1410
29,6,2,stream_band16,3,1125,1114
29,6,2,stream_band16,4,150,129
29,6,2,stream_band16,5,1876,1825
29,6,2,stream_band16,6,385,330
29,6,2,stream_band16,7,1325,1297
29,6,2,stream_band16,8,723,633
29,6,2,stream_band16,9,2243,2160
29,6,2,stream_band16,10,9642,9318
29,6,2,stream_band16,11,2756,2576
29,6,2,stream_band16,12,398,168
29,6,2,stream_band16,13,499,18
29,6,2,stream_band16,14,223,185
29,6,2,stream_band16,15,65,64
29,6,2,stream_band64,0,38,9
29,6,2,stream_band64,1,38,37
29,6,2,stream_band64,2,92,47
29,6,2,stream_band64,3,33,21
29,6,2,stream_band64,4,53,44
29,6,2,stream_band64,5,148,139
29,6,2,stream_band64,6,197,178
29,6,2,stream_band64,7,532,509
29,6,2,stream_band64,8,395,384
29,6,2,stream_band64,9,395,385
29,6,2,stream_band64,10,327,274
29,6,2,stream_band64,11,383,367
29,6,2,stream_band64,12,77,73
29,6,2,stream_band64,13,1005,1002
29,6,2,stream_band64,14,40,39
29,6,2,stream_band64,15,3,0
29,6,2,stream_band64,16,71,71
29,6,2,stream_band64,17,31,28
29,6,2,stream_band64,18,3,2
29,6,2,stream_band64,19,45,28
29,6,2,stream_band64,20,194,191
29,6,2,stream_band64,21,1495,1492
29,6,2,stream_band64,22,78,75
29,6,2,stream_band64,23,109,67
29,6,2,stream_band64,24,16,7
29,6,2,stream_band64,25,34,23
29,6,2,stream_band64,26,121,114
29,6,2,stream_band64,27,214,186
29,6,2,stream_band64,28,123,121
29,6,2,stream_band64,29,751,738
29,6,2,stream_band64,30,182,180
29,6,2,stream_band64,31,269,258
29,6,2,stream_band64,32,455,383
29,6,2,stream_band64,33,42,39
29,6,2,stream_band64,34,205,194
29,6,2,stream_band64,35,21,17
29,6,2,stream_band64,36,703,665
29,6,2,stream_band64,37,1292,1269
29,6,2,stream_band64,38,111,96
29,6,2,stream_band64,39,137,130
29,6,2,stream_band64,40,300,153
29,6,2,stream_band64,41,8272,8250
29,6,2,stream_band64,42,748,696
29,6,2,stream_band64,43,322,219
29,6,2,stream_band64,44,706,688
29,6,2,stream_band64,45,620,471
29,6,2,stream_band64,46,859,853
29,6,2,stream_band64,47,571,564
29,6,2,stream_band64,48,197,88
29,6,2,stream_band64,49,43,38
29,6,2,stream_band64,50,58,8
29,6,2,stream_band64,51,100,34
29,6,2,stream_band64,52,393,3
29,6,2,stream_band64,53,94,9
29,6,2,stream_band64,54,3,2
29,6,2,stream_band64,55,9,4
29,6,2,stream_band64,57,9,5
29,6,2,stream_band64,58,77,49
29,6,2,stream_band64,59,137,131
29,6,2,stream_band64,63,65,64
30,6,2,global,0,23053,22035
30,6,2,byte_class,3,23053,22035
30,6,2,line_bucket,1,1,1
30,6,2,line_bucket,4,1,0
30,6,2,line_bucket,5,1,0
30,6,2,line_bucket,6,23050,22034
30,6,2,class_line,25,1,1
30,6,2,class_line,28,1,0
30,6,2,class_line,29,1,0
30,6,2,class_line,30,23050,22034
30,6,2,prev_byte,74,1,1
30,6,2,prev_byte,80,23052,22034
30,6,2,prev2_hash,2,1,1
30,6,2,prev2_hash,12,1,1
30,6,2,prev2_hash,90,1,1
30,6,2,prev2_hash,112,10,6
30,6,2,prev2_hash,121,22885,22004
30,6,2,prev2_hash,124,2,0
30,6,2,prev2_hash,126,127,0
30,6,2,prev2_hash,162,24,22
30,6,2,prev2_hash,173,2,0
30,6,2,stream_band16,10,1,0
30,6,2,stream_band16,12,11674,11050
30,6,2,stream_band16,13,9512,9169
30,6,2,stream_band16,14,1866,1816
30,6,2,stream_band64,40,1,0
30,6,2,stream_band64,48,1572,1318
30,6,2,stream_band64,49,3334,3133
30,6,2,stream_band64,50,3344,3259
30,6,2,stream_band64,51,3424,3340
30,6,2,stream_band64,52,3037,2926
30,6,2,stream_band64,53,3213,3143
30,6,2,stream_band64,54,2265,2183
30,6,2,stream_band64,55,997,917
30,6,2,stream_band64,56,446,442
30,6,2,stream_band64,57,1420,1374
32,11,5,global,0,9679,8679
32,11,5,byte_class,0,9679,8679
32,11,5,line_bucket,0,9679,8679
32,11,5,class_line,0,9679,8679
32,11,5,prev_byte,10,9679,8679
32,11,5,prev2_hash,88,9679,8679
32,11,5,stream_band16,0,39,0
32,11,5,stream_band16,1,39,0
32,11,5,stream_band16,2,48,0
32,11,5,stream_band16,3,54,0
32,11,5,stream_band16,4,47,0
32,11,5,stream_band16,5,28,0
32,11,5,stream_band16,6,48,0
32,11,5,stream_band16,7,39,0
32,11,5,stream_band16,8,38,0
32,11,5,stream_band16,9,42,0
32,11,5,stream_band16,10,90,0
32,11,5,stream_band16,11,49,0
32,11,5,stream_band16,12,78,0
32,11,5,stream_band16,13,26,0
32,11,5,stream_band16,14,4716,4445
32,11,5,stream_band16,15,4298,4234
32,11,5,stream_band64,0,11,0
32,11,5,stream_band64,1,13,0
32,11,5,stream_band64,2,7,0
32,11,5,stream_band64,3,8,0
32,11,5,stream_band64,4,14,0
32,11,5,stream_band64,5,10,0
32,11,5,stream_band64,6,5,0
32,11,5,stream_band64,7,10,0
32,11,5,stream_band64,8,10,0
32,11,5,stream_band64,9,13,0
32,11,5,stream_band64,10,15,0
32,11,5,stream_band64,11,10,0
32,11,5,stream_band64,12,20,0
32,11,5,stream_band64,13,14,0
32,11,5,stream_band64,14,9,0
32,11,5,stream_band64,15,11,0
32,11,5,stream_band64,16,14,0
32,11,5,stream_band64,17,8,0
32,11,5,stream_band64,18,13,0
32,11,5,stream_band64,19,12,0
32,11,5,stream_band64,20,7,0
32,11,5,stream_band64,21,6,0
32,11,5,stream_band64,22,7,0
32,11,5,stream_band64,23,8,0
32,11,5,stream_band64,24,9,0
32,11,5,stream_band64,25,12,0
32,11,5,stream_band64,26,10,0
32,11,5,stream_band64,27,17,0
32,11,5,stream_band64,28,16,0
32,11,5,stream_band64,29,7,0
32,11,5,stream_band64,30,3,0
32,11,5,stream_band64,31,13,0
32,11,5,stream_band64,32,13,0
32,11,5,stream_band64,33,7,0
32,11,5,stream_band64,34,10,0
32,11,5,stream_band64,35,8,0
32,11,5,stream_band64,36,11,0
32,11,5,stream_band64,37,15,0
32,11,5,stream_band64,38,8,0
32,11,5,stream_band64,39,8,0
32,11,5,stream_band64,40,16,0
32,11,5,stream_band64,41,13,0
32,11,5,stream_band64,42,14,0
32,11,5,stream_band64,43,47,0
32,11,5,stream_band64,44,16,0
32,11,5,stream_band64,45,11,0
32,11,5,stream_band64,46,14,0
32,11,5,stream_band64,47,8,0
32,11,5,stream_band64,48,61,0
32,11,5,stream_band64,49,11,0
32,11,5,stream_band64,50,3,0
32,11,5,stream_band64,51,3,0
32,11,5,stream_band64,52,8,0
32,11,5,stream_band64,53,6,0
32,11,5,stream_band64,54,7,0
32,11,5,stream_band64,55,5,0
32,11,5,stream_band64,56,2,0
32,11,5,stream_band64,57,22,0
32,11,5,stream_band64,58,99,0
32,11,5,stream_band64,59,4593,4445
32,11,5,stream_band64,60,4298,4234
33,6,2,global,0,19761,19761
33,6,2,byte_class,1,19745,19745
33,6,2,byte_class,2,1,1
33,6,2,byte_class,4,4,4
33,6,2,byte_class,5,8,8
33,6,2,byte_class,7,3,3
33,6,2,line_bucket,4,2,2
33,6,2,line_bucket,5,18586,18586
33,6,2,line_bucket,6,1173,1173
33,6,2,class_line,12,2,2
33,6,2,class_line,13,18577,18577
33,6,2,class_line,14,1166,1166
33,6,2,class_line,21,1,1
33,6,2,class_line,37,4,4
33,6,2,class_line,45,4,4
33,6,2,class_line,46,4,4
33,6,2,class_line,62,3,3
33,6,2,prev_byte,32,19745,19745
33,6,2,prev_byte,45,1,1
33,6,2,prev_byte,46,2,2
33,6,2,prev_byte,49,1,1
33,6,2,prev_byte,100,1,1
33,6,2,prev_byte,116,2,2
33,6,2,prev_byte,120,1,1
33,6,2,prev_byte,148,1,1
33,6,2,prev_byte,155,1,1
33,6,2,prev_byte,168,1,1
33,6,2,prev_byte,172,1,1
33,6,2,prev_byte,182,1,1
33,6,2,prev_byte,184,1,1
33,6,2,prev_byte,199,1,1
