recipient_group,source_group,donor_windows,donor_window_count,donor_bytes,phrase_score,signature_hits,overlap_windows,screen_score,donor_estimate_low,donor_estimate_expected,donor_estimate_high,evidence,recipient_start,recipient_length,recipient_class,source_start,source_class,source_reuse_candidates,estimated_plan_bytes_amortized,donor_estimate_net,scr2_macro_hits,scr2_raw_saving_bytes,scr2_cross_boundary_hits,scr2_top_macros,scr2_raw_reduction_pct,scr2_entropy_estimate,mini11_oracle_high,mini11_expected_net,combined_expected_net,confidence,validation,rank
391,390,408880384:65536,1,65536,63,9,177,71924.54228,0.0,309.6,3096.0,uncalibrated_source_proxy,409923593,1050878,mixed,408880303,mixed,8,9.25,300.35,3304,31775,1,M1:4761;M2:3416;M3:3388;M11:2952;M7:2178,3.0236621187235815,0.0,0.0,0.0,300.35,low,exact_warm_prefix_required,640
423,422,442438656:65536,1,65536,48,8,163,55943.287613,0.0,309.6,3096.0,uncalibrated_source_proxy,443490137,1051358,list,442438432,list,8,9.25,300.35,2546,22341,1,M1:2829;M11:2244;M7:1430;M38:1374;M5:1362,2.124965996358995,0.0,8.958604227891648,0.0,300.35,low,exact_warm_prefix_required,641
399,398,417771520:16384;417777664:4096,2,20480,48,8,192,31948.636021,0.0,309.6,3096.0,uncalibrated_source_proxy,418303849,1047728,url,417255805,url,8,9.25,300.35,2528,20048,1,M5:3048;M11:2898;M10:2526;M3:1518;M1:1449,1.9134737260052228,0.0,2.8253523014909883,0.0,300.35,low,exact_warm_prefix_required,642
441,388,407573504:4096;407581696:2048;407775744:2048;407787520:4096;407793664:4096;407799808:4096;407810048:2048,7,22528,0,27,27,0.001003307,0.0,307.3235294117647,1229.2941176470588,validated_source_proxy,462374119,1047493,prose,406790108,mixed,64,7.28125,300.0422794117647,5102,78255,1,M13:22355;M7:10846;M3:8536;M43:5376;M14:4356,7.470694314902343,0.0,5.933992773103453,0.0,300.0422794117647,medium,exact_warm_prefix_required,643
459,388,407573504:4096;407581696:2048;407775744:2048;407787520:4096;407793664:4096;407799808:4096;407810048:2048,7,22528,0,27,27,0.000947501,0.0,307.3235294117647,1229.2941176470588,validated_source_proxy,481246748,1048413,prose,406790108,mixed,64,7.28125,300.0422794117647,4979,56172,1,M7:8954;M1:8924;M14:4741;M17:3528;M18:3528,5.35781223620844,0.0,5.939204524734495,0.0,300.0422794117647,medium,exact_warm_prefix_required,644
469,388,407573504:4096;407581696:2048;407775744:2048;407787520:4096;407793664:4096;407799808:4096;407810048:2048,7,22528,0,27,27,0.000926021,0.0,307.3235294117647,1229.2941176470588,validated_source_proxy,491732832,1048181,mixed,406790108,mixed,64,7.28125,300.0422794117647,4407,52140,0,M3:7150;M13:5610;M7:5038;M14:4015;M17:2952,4.9743317232424555,0.0,0.0,0.0,300.0422794117647,medium,exact_warm_prefix_required,645
434,388,407573504:4096;407581696:2048;407775744:2048;407787520:4096;407793664:4096;407799808:4096;407810048:2048,7,22528,0,27,27,0.000904008,0.0,307.3235294117647,1229.2941176470588,validated_source_proxy,455034466,1048436,mixed,406790108,mixed,64,7.28125,300.0422794117647,4619,51632,1,M1:8533;M7:6160;M13:4250;M14:3520;M18:2984,4.924668744682556,0.0,0.0,0.0,300.0422794117647,medium,exact_warm_prefix_required,646
528,522,548188160:4096;547143936:4096,2,8192,2577,611,869,1490110.003812,0.0,309.6,3096.0,uncalibrated_source_proxy,553435380,1048533,xml,547143784,xml,7,9.571428571428571,300.02857142857147,37171,565969,0,M3:156926;M8:148764;M6:49170;M9:34661;M1:29141,53.977223415953524,0.0,41.16877207699698,0.0,300.02857142857147,low,exact_warm_prefix_required,647
524,522,547143936:4096;548126720:65536,2,69632,4296,870,901,2344574.183832,0.0,309.6,3096.0,uncalibrated_source_proxy,549240968,1048632,xml,547143784,xml,7,9.571428571428571,300.02857142857147,37208,555593,0,M3:157586;M8:149270;M6:48186;M9:31097;M1:26174,52.982647868842456,0.0,41.172659134853646,0.0,300.02857142857147,low,exact_warm_prefix_required,648
525,522,548188160:4096;547143936:4096,2,8192,2568,614,910,1411826.871572,0.0,309.6,3096.0,uncalibrated_source_proxy,550289600,1048564,xml,547143784,xml,7,9.571428571428571,300.02857142857147,37427,555498,0,M3:157036;M8:147158;M6:47610;M9:35530;M21:27060,52.97702381542758,0.0,41.169989236527854,0.0,300.02857142857147,low,exact_warm_prefix_required,649
523,522,547143936:16384;547143936:4096,2,20480,5984,1174,1030,3217446.910308,0.0,309.6,3096.0,uncalibrated_source_proxy,548192403,1048565,xml,547143784,xml,7,9.571428571428571,300.02857142857147,37255,554973,0,M3:153802;M8:142494;M6:49860;M1:34454;M21:32186,52.926904865220564,0.0,41.17002849973853,0.0,300.02857142857147,low,exact_warm_prefix_required,650
526,522,548188160:4096;547143936:4096,2,8192,2287,557,852,1313325.748605,0.0,309.6,3096.0,uncalibrated_source_proxy,551338164,1048610,xml,547143784,xml,7,9.571428571428571,300.02857142857147,37065,551809,0,M3:153604;M8:149490;M6:47268;M9:32208;M1:28957,52.62290079247766,0.0,41.17179534421883,0.0,300.02857142857147,low,exact_warm_prefix_required,651
527,522,548188160:4096;547143936:4096,2,8192,2411,589,776,1429851.98393,0.0,309.6,3096.0,uncalibrated_source_proxy,552386774,1048606,xml,547143784,xml,7,9.571428571428571,300.02857142857147,36608,539562,0,M8:145486;M3:127820;M1:46920;M6:46128;M9:28391,51.45517000665646,0.0,41.171638291376134,0.0,300.02857142857147,low,exact_warm_prefix_required,652
503,485,508998912:65536,1,65536,594,106,581,645573.079451,0.0,309.6,3096.0,uncalibrated_source_proxy,527365185,1048580,mixed,508507664,mixed,7,9.571428571428571,300.02857142857147,17889,218047,0,M3:46926;M2:44436;M31:30720;M41:18676;M9:16478,20.794503042209463,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,653
529,522,547143936:4096;548188160:4096,2,8192,997,239,512,597204.356202,0.0,309.6,3096.0,uncalibrated_source_proxy,554483913,383400,xml,547143784,xml,7,9.571428571428571,300.02857142857147,13575,201091,0,M3:55132;M8:48246;M6:17340;M21:14938;M9:12650,52.44940010432968,0.0,15.053514972176023,0.0,300.02857142857147,low,exact_warm_prefix_required,654
510,508,532608000:16384,1,16384,303,53,147,322338.942255,0.0,309.6,3096.0,uncalibrated_source_proxy,534703985,1048494,list,532607853,list,7,9.571428571428571,300.02857142857147,7808,108234,1,M7:28644;M39:20982;M1:19826;M6:10362;M9:8129,10.322805852966255,0.0,8.934200130991561,0.0,300.02857142857147,low,exact_warm_prefix_required,655
495,490,514264576:16384,1,16384,343,65,1741,435155.705058,0.0,309.6,3096.0,uncalibrated_source_proxy,518991519,1048192,prose,513748968,prose,7,9.571428571428571,300.02857142857147,5680,87467,0,M13:14280;M7:12232;M1:8372;M34:6930;M50:6080,8.344559012089388,0.0,5.93795257135356,0.0,300.02857142857147,low,exact_warm_prefix_required,656
495,491,515828736:16384,1,16384,477,81,1722,573595.319994,0.0,309.6,3096.0,uncalibrated_source_proxy,518991519,1048192,prose,514796869,prose,7,9.571428571428571,300.02857142857147,5680,87467,0,M13:14280;M7:12232;M1:8372;M34:6930;M50:6080,8.344559012089388,0.0,5.93795257135356,0.0,300.02857142857147,low,exact_warm_prefix_required,657
495,493,516894464:16384,1,16384,652,112,1863,767935.500168,0.0,309.6,3096.0,uncalibrated_source_proxy,518991519,1048192,prose,516894220,prose,7,9.571428571428571,300.02857142857147,5680,87467,0,M13:14280;M7:12232;M1:8372;M34:6930;M50:6080,8.344559012089388,0.0,5.93795257135356,0.0,300.02857142857147,low,exact_warm_prefix_required,658
494,490,514731264:65536,1,65536,607,95,1761,715549.619007,0.0,309.6,3096.0,uncalibrated_source_proxy,517943610,1047909,prose,513748968,prose,7,9.571428571428571,300.02857142857147,5050,84366,0,M50:21660;M34:16965;M7:13420;M110:7434;M92:5790,8.050889915059418,0.0,5.936349391232272,0.0,300.02857142857147,low,exact_warm_prefix_required,659
494,491,515828736:16384,1,16384,533,87,2039,651656.273229,0.0,309.6,3096.0,uncalibrated_source_proxy,517943610,1047909,prose,514796869,prose,7,9.571428571428571,300.02857142857147,5050,84366,0,M50:21660;M34:16965;M7:13420;M110:7434;M92:5790,8.050889915059418,0.0,5.936349391232272,0.0,300.02857142857147,low,exact_warm_prefix_required,660
494,493,516894464:16384,1,16384,965,161,2748,1136412.884175,0.0,309.6,3096.0,uncalibrated_source_proxy,517943610,1047909,prose,516894220,prose,7,9.571428571428571,300.02857142857147,5050,84366,0,M50:21660;M34:16965;M7:13420;M110:7434;M92:5790,8.050889915059418,0.0,5.936349391232272,0.0,300.02857142857147,low,exact_warm_prefix_required,661
476,472,495860736:65536,1,65536,484,80,1784,581608.105749,0.0,309.6,3096.0,uncalibrated_source_proxy,499072095,1047966,prose,494878210,prose,7,9.571428571428571,300.02857142857147,6857,82659,1,M1:12788;M7:12034;M118:6818;M103:5610;M13:5440,7.887565054591466,0.0,5.9366722932355,0.0,300.02857142857147,low,exact_warm_prefix_required,662
444,439,461260032:65536;460276480:16384,2,81920,749,117,1255,447121.604906,0.0,309.6,3096.0,uncalibrated_source_proxy,465519446,1048625,prose,460276478,prose,7,9.571428571428571,300.02857142857147,5576,81443,0,M13:22695;M3:11374;M7:11308;M14:5665;M20:4880,7.7666467993801405,0.0,5.940405493588605,0.0,300.02857142857147,low,exact_warm_prefix_required,663
474,472,495860736:65536,1,65536,566,92,1954,674324.53735,0.0,309.6,3096.0,uncalibrated_source_proxy,496975100,1048117,prose,494878210,prose,7,9.571428571428571,300.02857142857147,5588,81008,1,M13:19550;M7:11154;M3:10780;M14:5764;M17:4224,7.728908127623156,0.0,5.937527700296682,0.0,300.02857142857147,low,exact_warm_prefix_required,664
493,490,513748992:65536,1,65536,608,96,1840,719771.16066,0.0,309.6,3096.0,uncalibrated_source_proxy,516894220,1049390,prose,513748968,prose,7,9.571428571428571,300.02857142857147,5129,80890,0,M50:21888;M7:13530;M34:11250;M110:7826;M92:5780,7.7082876718855715,0.0,5.944739178368765,0.0,300.02857142857147,low,exact_warm_prefix_required,665
493,491,515828736:16384,1,16384,624,104,1984,743817.808016,0.0,309.6,3096.0,uncalibrated_source_proxy,516894220,1049390,prose,514796869,prose,7,9.571428571428571,300.02857142857147,5129,80890,0,M50:21888;M7:13530;M34:11250;M110:7826;M92:5780,7.7082876718855715,0.0,5.944739178368765,0.0,300.02857142857147,low,exact_warm_prefix_required,666
477,472,494878464:16384,1,16384,502,82,1362,583342.384977,0.0,309.6,3096.0,uncalibrated_source_proxy,500120061,1048419,prose,494878210,prose,7,9.571428571428571,300.02857142857147,6242,79025,1,M1:13547;M7:12540;M34:8370;M118:7560;M106:6180,7.537539857633256,0.0,5.939238514419046,0.0,300.02857142857147,low,exact_warm_prefix_required,667
441,439,460276480:65536;460276480:16384,2,81920,661,109,1187,447768.357177,0.0,309.6,3096.0,uncalibrated_source_proxy,462374119,1047493,prose,460276478,prose,7,9.571428571428571,300.02857142857147,5102,78255,1,M13:22355;M7:10846;M3:8536;M43:5376;M14:4356,7.470694314902343,0.0,5.933992773103453,0.0,300.02857142857147,low,exact_warm_prefix_required,668
492,490,514731264:65536,1,65536,552,90,2143,671637.954368,0.0,309.6,3096.0,uncalibrated_source_proxy,515845125,1049095,prose,513748968,prose,7,9.571428571428571,300.02857142857147,4884,75590,0,M34:13680;M50:13642;M7:12826;M110:5180;M17:4824,7.205257865112311,0.0,5.943068018878376,0.0,300.02857142857147,low,exact_warm_prefix_required,669
492,491,515828736:16384,1,16384,645,103,2285,774816.01014,0.0,309.6,3096.0,uncalibrated_source_proxy,515845125,1049095,prose,514796869,prose,7,9.571428571428571,300.02857142857147,4884,75590,0,M34:13680;M50:13642;M7:12826;M110:5180;M17:4824,7.205257865112311,0.0,5.943068018878376,0.0,300.02857142857147,low,exact_warm_prefix_required,670
443,439,460276480:65536;461260032:65536,2,131072,742,116,1202,471983.131666,0.0,309.6,3096.0,uncalibrated_source_proxy,464470470,1048976,prose,460276478,prose,7,9.571428571428571,300.02857142857147,5411,74860,0,M13:18190;M3:10582;M7:10384;M14:5390;M61:4790,7.13648358017724,0.0,5.942393890134796,0.0,300.02857142857147,low,exact_warm_prefix_required,671
470,461,484326912:65536,1,65536,517,83,1544,607972.767263,0.0,309.6,3096.0,uncalibrated_source_proxy,492781013,1047740,prose,483344345,prose,7,9.571428571428571,300.02857142857147,6007,73787,0,M7:11726;M3:11198;M13:6970;M14:6039;M18:4408,7.0424914578044175,0.0,5.93539201511744,0.0,300.02857142857147,low,exact_warm_prefix_required,672
451,439,460276480:16384,1,16384,458,78,1220,529367.772314,0.0,309.6,3096.0,uncalibrated_source_proxy,472849548,1048439,prose,460276478,prose,7,9.571428571428571,300.02857142857147,5589,72938,1,M7:11704;M13:9860;M1:7889;M14:5951;M20:4980,6.956818660885373,0.0,5.939351813367547,0.0,300.02857142857147,low,exact_warm_prefix_required,673
440,439,460276480:65536;461260032:65536,2,131072,1157,185,1437,677107.709619,0.0,309.6,3096.0,uncalibrated_source_proxy,461325735,1048384,prose,460276478,prose,7,9.571428571428571,300.02857142857147,5318,72845,0,M13:14705;M7:10560;M3:9614;M43:6888;M14:5379,6.948312831939442,0.0,5.939040241259169,0.0,300.02857142857147,low,exact_warm_prefix_required,674
478,472,495369472:65536,1,65536,394,62,1511,475561.789118,0.0,309.6,3096.0,uncalibrated_source_proxy,501168480,1047973,prose,494878210,prose,7,9.571428571428571,300.02857142857147,5749,70154,0,M7:11682;M1:9867;M34:4860;M17:4560;M18:4552,6.694256435995966,0.0,5.936711947867475,0.0,300.02857142857147,low,exact_warm_prefix_required,675
499,493,516894464:16384,1,16384,399,71,1132,469915.144493,0.0,309.6,3096.0,uncalibrated_source_proxy,523185708,1047713,prose,516894220,prose,7,9.571428571428571,300.02857142857147,5269,68964,1,M13:12835;M1:10764;M7:10032;M14:5214;M17:3896,6.582336956781103,0.0,5.935239061536963,0.0,300.02857142857147,low,exact_warm_prefix_required,676
473,472,494878464:16384,1,16384,473,73,1926,575472.607439,0.0,309.6,3096.0,uncalibrated_source_proxy,495926457,1048643,prose,494878210,prose,7,9.571428571428571,300.02857142857147,5102,68057,0,M13:13515;M3:8822;M7:8624;M14:5104;M67:4140,6.490006608540752,0.0,5.940507462642256,0.0,300.02857142857147,low,exact_warm_prefix_required,677
468,461,484326912:65536,1,65536,459,71,1573,546224.090084,0.0,309.6,3096.0,uncalibrated_source_proxy,490684771,1048061,prose,483344345,prose,7,9.571428571428571,300.02857142857147,5388,65990,0,M3:10604;M7:8008;M13:6715;M14:5632;M17:4136,6.296389236886021,0.0,5.937210463240879,0.0,300.02857142857147,low,exact_warm_prefix_required,678
496,490,514731264:65536,1,65536,584,92,1922,693807.788588,0.0,309.6,3096.0,uncalibrated_source_proxy,520039711,1049031,prose,513748968,prose,7,9.571428571428571,300.02857142857147,4040,65928,0,M64:18241;M7:12892;M34:12195;M17:4880;M18:4880,6.284656983444722,0.0,5.942705462243174,0.0,300.02857142857147,low,exact_warm_prefix_required,679
496,491,515828736:16384,1,16384,522,88,2112,638106.872788,0.0,309.6,3096.0,uncalibrated_source_proxy,520039711,1049031,prose,514796869,prose,7,9.571428571428571,300.02857142857147,4040,65928,0,M64:18241;M7:12892;M34:12195;M17:4880;M18:4880,6.284656983444722,0.0,5.942705462243174,0.0,300.02857142857147,low,exact_warm_prefix_required,680
496,493,516894464:16384,1,16384,932,156,1930,1063376.315258,0.0,309.6,3096.0,uncalibrated_source_proxy,520039711,1049031,prose,516894220,prose,7,9.571428571428571,300.02857142857147,4040,65928,0,M64:18241;M7:12892;M34:12195;M17:4880;M18:4880,6.284656983444722,0.0,5.942705462243174,0.0,300.02857142857147,low,exact_warm_prefix_required,681
463,461,483860224:16384;483344384:65536,2,81920,1112,186,1723,672835.818259,0.0,309.6,3096.0,uncalibrated_source_proxy,485442897,1047962,prose,483344345,prose,7,9.571428571428571,300.02857142857147,5607,65820,1,M1:12213;M7:11528;M14:5852;M56:5490;M61:5320,6.28076208870169,0.0,5.9366496334458,0.0,300.02857142857147,low,exact_warm_prefix_required,682
466,461,484326912:65536,1,65536,572,92,1537,661363.588328,0.0,309.6,3096.0,uncalibrated_source_proxy,488588139,1047723,prose,483344345,prose,7,9.571428571428571,300.02857142857147,4855,65723,0,M13:15045;M7:9570;M3:7040;M14:3630;M17:3448,6.272936644513865,0.0,5.9352957110112134,0.0,300.02857142857147,low,exact_warm_prefix_required,683
464,461,484326912:65536;483860224:16384,2,81920,1439,239,1786,872556.372879,0.0,309.6,3096.0,uncalibrated_source_proxy,486490859,1049387,prose,483344345,prose,7,9.571428571428571,300.02857142857147,5530,65287,1,M7:11352;M1:11017;M14:4301;M17:4288;M18:4272,6.221441660702867,0.0,5.94472218352649,0.0,300.02857142857147,low,exact_warm_prefix_required,684
465,461,483860224:16384;484326912:65536,2,81920,1513,249,1605,909485.186483,0.0,309.6,3096.0,uncalibrated_source_proxy,487540246,1047893,prose,483344345,prose,7,9.571428571428571,300.02857142857147,5522,64330,1,M1:12627;M7:11792;M92:5540;M104:5470;M88:5460,6.138985564365828,0.0,5.9362587520734715,0.0,300.02857142857147,low,exact_warm_prefix_required,685
462,461,483860224:16384;484326912:65536,2,81920,1123,185,1861,689163.022464,0.0,309.6,3096.0,uncalibrated_source_proxy,484392529,1050368,prose,483344345,prose,7,9.571428571428571,300.02857142857147,5568,63963,1,M7:10758;M1:8487;M14:5533;M17:4096;M18:4088,6.089580032902754,0.0,5.9502794969504595,0.0,300.02857142857147,low,exact_warm_prefix_required,686
497,490,514240000:65536,1,65536,460,70,1910,563016.487678,0.0,309.6,3096.0,uncalibrated_source_proxy,521088742,1048925,prose,513748968,prose,7,9.571428571428571,300.02857142857147,3983,62935,0,M64:18722;M7:12628;M34:9225;M17:4848;M18:4848,5.999952332149582,0.0,5.942104977816118,0.0,300.02857142857147,low,exact_warm_prefix_required,687
497,491,515779584:65536,1,65536,531,83,2146,647634.114428,0.0,309.6,3096.0,uncalibrated_source_proxy,521088742,1048925,prose,514796869,prose,7,9.571428571428571,300.02857142857147,3983,62935,0,M64:18722;M7:12628;M34:9225;M17:4848;M18:4848,5.999952332149582,0.0,5.942104977816118,0.0,300.02857142857147,low,exact_warm_prefix_required,688
497,493,516894464:16384,1,16384,814,136,1933,940122.620411,0.0,309.6,3096.0,uncalibrated_source_proxy,521088742,1048925,prose,516894220,prose,7,9.571428571428571,300.02857142857147,3983,62935,0,M64:18722;M7:12628;M34:9225;M17:4848;M18:4848,5.999952332149582,0.0,5.942104977816118,0.0,300.02857142857147,low,exact_warm_prefix_required,689
500,493,516894464:16384,1,16384,652,112,1035,729763.277871,0.0,309.6,3096.0,uncalibrated_source_proxy,524233421,1037778,prose,516894220,prose,7,9.571428571428571,300.02857142857147,4709,61533,1,M13:11645;M1:9959;M7:8932;M14:4587;M71:3752,5.929302798864497,0.0,5.878957808869134,0.0,300.02857142857147,low,exact_warm_prefix_required,690
491,490,514731264:65536,1,65536,657,99,2391,786786.132648,0.0,309.6,3096.0,uncalibrated_source_proxy,514796869,1048256,prose,513748968,prose,7,9.571428571428571,300.02857142857147,4390,61413,0,M3:12518;M34:12240;M7:11748;M62:5670;M17:4584,5.858587978509067,0.0,5.938315127988763,0.0,300.02857142857147,low,exact_warm_prefix_required,691
448,439,460276480:65536,1,65536,183,27,1231,238938.240896,0.0,309.6,3096.0,uncalibrated_source_proxy,469708075,1047775,prose,460276478,prose,7,9.571428571428571,300.02857142857147,4757,60551,1,M13:12325;M7:8096;M3:7392;M14:3993;M20:3480,5.779007897687958,0.0,5.935590288277316,0.0,300.02857142857147,low,exact_warm_prefix_required,692
485,475,499006464:65536,1,65536,507,83,1297,580808.087365,0.0,309.6,3096.0,uncalibrated_source_proxy,508507664,1048084,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,5327,57655,1,M1:9706;M7:8624;M100:4280;M128:4150;M17:3152,5.500990378633774,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,693
490,472,494878464:4096,1,4096,358,64,1593,442432.726714,0.0,309.6,3096.0,uncalibrated_source_proxy,513748968,1047901,prose,494878210,prose,7,9.571428571428571,300.02857142857147,4406,57082,0,M3:12276;M7:11594;M34:7290;M17:4488;M18:4488,5.447270305114701,0.0,5.936304071652872,0.0,300.02857142857147,low,exact_warm_prefix_required,694
480,475,499006464:65536,1,65536,473,77,1370,547490.518364,0.0,309.6,3096.0,uncalibrated_source_proxy,503265454,1048905,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,4645,55112,0,M3:8250;M7:6798;M13:4590;M17:3400;M18:3384,5.25424132786096,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,695
479,472,495369472:65536,1,65536,279,43,1406,350915.051952,0.0,309.6,3096.0,uncalibrated_source_proxy,502216453,1049001,prose,494878210,prose,7,9.571428571428571,300.02857142857147,4511,54231,0,M3:10406;M7:9614;M17:4088;M18:4080;M34:3960,5.169775815275677,0.0,5.942535513820422,0.0,300.02857142857147,low,exact_warm_prefix_required,696
449,439,460276480:65536,1,65536,265,41,1033,316770.714251,0.0,309.6,3096.0,uncalibrated_source_proxy,470755850,1045649,prose,460276478,prose,7,9.571428571428571,300.02857142857147,4729,53130,1,M1:10051;M7:8030;M14:4235;M61:3680;M18:3584,5.081054923784176,0.0,5.923546610051669,0.0,300.02857142857147,low,exact_warm_prefix_required,697
486,475,499006464:65536,1,65536,368,54,1185,429301.86044,0.0,309.6,3096.0,uncalibrated_source_proxy,509555748,1047394,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,4887,51211,1,M1:8142;M7:7238;M100:3700;M128:3230;M17:2832,4.889373053502312,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,698
486,485,508998912:65536,1,65536,189,27,1591,259557.750962,0.0,309.6,3096.0,uncalibrated_source_proxy,509555748,1047394,mixed,508507664,mixed,7,9.571428571428571,300.02857142857147,4887,51211,1,M1:8142;M7:7238;M100:3700;M128:3230;M17:2832,4.889373053502312,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,699
488,475,498023424:16384,1,16384,310,56,1239,372238.998384,0.0,309.6,3096.0,uncalibrated_source_proxy,511651677,1048310,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,4519,49911,0,M7:7810;M1:4991;M3:4136;M17:3120;M18:3080,4.761091661817592,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,700
488,485,508998912:65536,1,65536,339,57,1255,403798.135422,0.0,309.6,3096.0,uncalibrated_source_proxy,511651677,1048310,mixed,508507664,mixed,7,9.571428571428571,300.02857142857147,4519,49911,0,M7:7810;M1:4991;M3:4136;M17:3120;M18:3080,4.761091661817592,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,701
483,475,499006464:65536,1,65536,455,69,1376,527833.812155,0.0,309.6,3096.0,uncalibrated_source_proxy,506411119,1048772,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,4433,49396,1,M7:7744;M1:5842;M3:4070;M17:3376;M18:3000,4.709889280034173,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,702
482,475,499006464:65536,1,65536,430,68,1368,502060.0,0.0,309.6,3096.0,uncalibrated_source_proxy,505362867,1048252,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,4521,48395,1,M3:7282;M12:5522;M7:3608;M17:3592;M18:3576,4.616733380904591,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,703
498,491,514797056:65536,1,65536,249,37,1500,323315.606429,0.0,309.6,3096.0,uncalibrated_source_proxy,522137667,1048041,prose,514796869,prose,7,9.571428571428571,300.02857142857147,3601,47746,1,M64:9028;M7:7986;M1:4301;M17:3408;M18:3408,4.555737800334147,0.0,5.937097164292378,0.0,300.02857142857147,low,exact_warm_prefix_required,704
498,493,516894464:16384,1,16384,529,91,1383,617166.675648,0.0,309.6,3096.0,uncalibrated_source_proxy,522137667,1048041,prose,516894220,prose,7,9.571428571428571,300.02857142857147,3601,47746,1,M64:9028;M7:7986;M1:4301;M17:3408;M18:3408,4.555737800334147,0.0,5.937097164292378,0.0,300.02857142857147,low,exact_warm_prefix_required,705
489,475,499006464:65536,1,65536,373,57,1198,435304.949204,0.0,309.6,3096.0,uncalibrated_source_proxy,512699987,1048981,mixed,498023217,mixed,7,9.571428571428571,300.02857142857147,3716,41046,0,M3:6974;M7:6468;M18:3192;M17:3184;M6:2454,3.9129402725120856,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,706
489,485,508998912:65536,1,65536,241,37,976,289925.740376,0.0,309.6,3096.0,uncalibrated_source_proxy,512699987,1048981,mixed,508507664,mixed,7,9.571428571428571,300.02857142857147,3716,41046,0,M3:6974;M7:6468;M18:3192;M17:3184;M6:2454,3.9129402725120856,0.0,0.0,0.0,300.02857142857147,low,exact_warm_prefix_required,707
528,523,548192512:1024,1,1024,1041,283,825,1137024.535265,0.0,309.6,3096.0,uncalibrated_source_proxy,553435380,1048533,xml,548192403,xml,6,10.0,299.6,37171,565969,0,M3:156926;M8:148764;M6:49170;M9:34661;M1:29141,53.977223415953524,0.0,41.16877207699698,0.0,299.6,low,exact_warm_prefix_required,708
524,523,548708352:16384;548714496:4096,2,20480,6472,1262,924,3445612.59915,0.0,309.6,3096.0,uncalibrated_source_proxy,549240968,1048632,xml,548192403,xml,6,10.0,299.6,37208,555593,0,M3:157586;M8:149270;M6:48186;M9:31097;M1:26174,52.982647868842456,0.0,41.172659134853646,0.0,299.6,low,exact_warm_prefix_required,709
525,523,548708352:16384;548683776:65536,2,81920,5267,983,847,3314536.882554,0.0,309.6,3096.0,uncalibrated_source_proxy,550289600,1048564,xml,548192403,xml,6,10.0,299.6,37427,555498,0,M3:157036;M8:147158;M6:47610;M9:35530;M21:27060,52.97702381542758,0.0,41.169989236527854,0.0,299.6,low,exact_warm_prefix_required,710
526,523,548714496:4096;548192512:1024,2,5120,1934,476,837,1134664.815464,0.0,309.6,3096.0,uncalibrated_source_proxy,551338164,1048610,xml,548192403,xml,6,10.0,299.6,37065,551809,0,M3:153604;M8:149490;M6:47268;M9:32208;M1:28957,52.62290079247766,0.0,41.17179534421883,0.0,299.6,low,exact_warm_prefix_required,711
527,523,548192512:1024;548714496:4096,2,5120,1926,482,768,1121417.881002,0.0,309.6,3096.0,uncalibrated_source_proxy,552386774,1048606,xml,548192403,xml,6,10.0,299.6,36608,539562,0,M8:145486;M3:127820;M1:46920;M6:46128;M9:28391,51.45517000665646,0.0,41.171638291376134,0.0,299.6,low,exact_warm_prefix_required,712
529,523,548192512:4096,1,4096,204,50,511,267630.066444,0.0,309.6,3096.0,uncalibrated_source_proxy,554483913,383400,xml,548192403,xml,6,10.0,299.6,13575,201091,0,M3:55132;M8:48246;M6:17340;M21:14938;M9:12650,52.44940010432968,0.0,15.053514972176023,0.0,299.6,low,exact_warm_prefix_required,713
511,510,534704128:16384,1,16384,379,65,171,402767.801409,0.0,309.6,3096.0,uncalibrated_source_proxy,535752479,1045767,list,534703985,list,6,10.0,299.6,7092,96991,0,M7:25586;M39:14716;M9:10593;M3:10538;M6:8262,9.274628095933416,0.0,8.910963408838441,0.0,299.6,low,exact_warm_prefix_required,714
495,494,518925824:65536,1,65536,465,71,1903,573662.226559,0.0,309.6,3096.0,uncalibrated_source_proxy,518991519,1048192,prose,517943610,prose,6,10.0,299.6,5680,87467,0,M13:14280;M7:12232;M1:8372;M34:6930;M50:6080,8.344559012089388,0.0,5.93795257135356,0.0,299.6,low,exact_warm_prefix_required,715
