source_group,recipient_group,source_start,recipient_start,distance,overlap_windows,source_window_count,recipient_window_count,overlap_fraction,class_match,source_class,recipient_class
102,177,107006226,185575336,77521223,23,32685,32607,0.0007053700125739872,0,url,list
103,177,108054113,185575336,76466178,21,32869,32607,0.0006440334897414666,0,url,list
104,177,109109158,185575336,75417178,19,32632,32607,0.000582696966908946,0,mixed,list
105,177,110158158,185575336,74367254,19,32342,32607,0.0005874713994187125,0,mixed,list
106,177,111208082,185575336,73319193,22,32653,32607,0.0006747017511577268,0,mixed,list
107,177,112256143,185575336,72271757,32,32625,32607,0.00098138436532033,0,url,list
108,177,113303579,185575336,71219627,31,32761,32607,0.0009507161039040697,0,url,list
109,177,114355709,185575336,70177031,19,32481,32607,0.0005849573596872018,0,url,list
110,177,115398305,185575336,69129173,23,32668,32607,0.0007053700125739872,0,url,list
111,177,116446163,185575336,68084919,28,32507,32607,0.0008613529393669056,0,url,list
112,177,117490417,185575336,67036776,30,32683,32607,0.0009200478424878093,0,url,list
113,177,118538560,185575336,65995382,29,32430,32607,0.0008942337341967314,0,url,list
114,177,119579954,185575336,64947172,26,32671,32607,0.0007973747968227681,0,url,list
115,177,120628164,185575336,63899327,24,32113,32607,0.0007473608818858406,1,list,list
116,177,121676009,185575336,62850990,26,32605,32607,0.0007974237080202423,0,mixed,list
117,177,122724346,185575336,61811144,22,32403,32607,0.000678949479986421,0,url,list
118,177,123764192,185575336,60763743,26,32263,32607,0.0008058767008647677,0,url,list
119,177,124811593,185575336,59715674,20,32562,32607,0.0006142128861863522,0,mixed,list
120,177,125859662,185575336,58668387,22,32611,32607,0.0006747017511577268,0,mixed,list
121,177,126906949,185575336,57619260,15,32476,32607,0.00046187954181549454,0,mixed,list
122,177,127956076,185575336,56574799,16,32554,32607,0.000491491061006328,0,mixed,list
123,177,129000537,185575336,55531862,14,32536,32607,0.0004302925989672978,0,mixed,list
124,177,130043474,185575336,54479297,21,32815,32607,0.0006440334897414666,0,url,list
125,177,131096039,185575336,53431947,19,32681,32607,0.000582696966908946,0,mixed,list
126,177,132143389,185575336,52379138,22,32733,32607,0.0006747017511577268,0,mixed,list
127,177,133196198,185575336,51331079,15,32647,32607,0.00046002392124390467,0,mixed,list
128,177,134244257,185575336,50277277,17,32806,32607,0.0005213604440764253,0,mixed,list
129,177,135298059,185575336,49223335,21,32693,32607,0.0006440334897414666,0,mixed,list
130,177,136352001,185575336,48173048,18,32755,32607,0.0005520287054926856,1,list,list
131,177,137402288,185575336,47125960,12,32672,32607,0.00036801913699512377,1,list,list
132,177,138449376,185575336,46086208,16,32401,32607,0.0004938119193852042,1,list,list
133,177,139489128,185575336,45035569,13,32792,32607,0.00039868739841138407,0,mixed,list
134,177,140539767,185575336,43987335,14,32734,32607,0.00042935565982764437,0,mixed,list
135,177,141588001,185575336,42939394,19,32696,32607,0.000582696966908946,1,list,list
136,177,142635942,185575336,41890711,25,32710,32607,0.0007667065354065078,0,mixed,list
137,177,143684625,185575336,40830867,26,32953,32607,0.0007973747968227681,1,list,list
138,177,144744469,185575336,39783010,25,32686,32607,0.0007667065354065078,1,list,list
139,177,145792326,185575336,38733297,19,32711,32607,0.000582696966908946,1,list,list
140,177,146842039,185575336,37688347,17,32353,32607,0.0005254535900843817,1,list,list
141,177,147886989,185575336,36641414,20,32668,32607,0.0006133652283252062,0,mixed,list
142,177,148933922,185575336,35590286,18,32775,32607,0.0005520287054926856,0,url,list
143,177,149985050,185575336,34545385,21,32568,32607,0.0006448047162859248,1,list,list
144,177,151029951,185575336,33504769,15,31756,32607,0.0004723516815719864,1,list,list
145,177,152070567,185575336,32456627,18,32695,32607,0.0005520287054926856,1,list,list
146,177,153118709,185575336,31409686,22,32668,32607,0.0006747017511577268,1,list,list
147,177,154165650,185575336,30360520,30,32686,32607,0.0009200478424878093,1,list,list
148,177,155214816,185575336,29311942,36,32695,32607,0.0011040574109853713,1,list,list
149,177,156263394,185575336,28261293,30,32737,32607,0.0009200478424878093,1,list,list
150,177,157314043,185575336,27214895,24,32567,32607,0.0007369423035588172,1,list,list
151,177,158360441,185575336,26166349,29,32470,32607,0.0008931321219587311,1,list,list
152,177,159408987,185575336,25118146,25,32653,32607,0.0007667065354065078,1,list,list
153,177,160457190,185575336,24068703,31,32690,32607,0.0009507161039040697,1,list,list
154,177,161506633,185575336,23021430,30,32621,32607,0.0009200478424878093,1,list,list
155,177,162553906,185575336,21974152,27,32424,32607,0.0008327165062916358,1,list,list
156,177,163601184,185575336,20929343,26,32267,32607,0.000805776799826448,1,list,list
157,177,164645993,185575336,19882979,21,32579,32607,0.0006445870038982167,1,list,list
158,177,165692357,185575336,18834325,25,32680,32607,0.0007667065354065078,1,list,list
159,177,166741011,185575336,17782686,23,32670,32607,0.0007053700125739872,1,list,list
160,177,167792650,185575336,16736499,16,32548,32607,0.0004915816640039326,1,list,list
161,177,168838837,185575336,15692624,28,32549,32607,0.000860241482073182,1,list,list
162,177,169882712,185575336,14644549,18,32680,32607,0.0005520287054926856,1,list,list
163,177,170930787,185575336,13599690,34,32582,32607,0.001043520962494629,1,list,list
164,177,171975646,185575336,12550160,24,32484,32607,0.0007388252678241596,0,mixed,list
165,177,173025176,185575336,11501512,27,32696,32607,0.0008280430582390284,1,list,list
166,177,174073824,185575336,10464040,32,32339,32607,0.0009895173010915613,1,list,list
167,177,175111296,185575336,9411388,29,32823,32607,0.0008893795810715491,1,list,list
168,177,176163948,185575336,8380664,32,32146,32607,0.000995458221862751,0,mixed,list
169,177,177194672,185575336,7331586,24,32706,32607,0.0007360382739902475,1,list,list
170,177,178243750,185575336,6279408,27,32802,32607,0.0008280430582390284,1,list,list
171,177,179295928,185575336,5232084,25,32490,32607,0.0007694675284702986,1,list,list
172,177,180343252,185575336,4189263,24,32510,32607,0.0007382343894186404,1,list,list
173,177,181386073,185575336,3137026,29,32811,32607,0.0008893795810715491,1,list,list
174,177,182438310,185575336,2088606,44,32385,32607,0.0013586536976995522,1,list,list
175,177,183486730,185575336,1042547,26,32567,32607,0.0007983541621887187,1,list,list
176,177,184532789,185575336,0,25,32513,32607,0.0007689231999507889,1,list,list
0,178,0,186621099,185572880,14,25701,32642,0.0005447258861522898,0,list,mixed
1,178,1048219,186621099,184523191,11,29893,32642,0.0003679791255477871,0,list,mixed
2,178,2097908,186621099,183474431,20,30366,32642,0.0006586313640255549,0,list,mixed
3,178,3146668,186621099,182425585,13,32164,32642,0.00040417858475314016,0,list,mixed
4,178,4195514,186621099,181377624,18,31507,32642,0.0005713016155140128,1,mixed,mixed
5,178,5243475,186621099,180329299,21,28307,32642,0.0007418659695481683,1,mixed,mixed
6,178,6291800,186621099,179278744,22,30984,32642,0.0007100438936225149,0,list,mixed
7,178,7342355,186621099,178228564,15,32458,32642,0.0004621356830365395,0,list,mixed
8,178,8392535,186621099,177173839,19,32538,32642,0.0005839326326141742,0,list,mixed
9,178,9447260,186621099,176127061,15,32499,32642,0.0004615526631588664,1,mixed,mixed
10,178,10494038,186621099,175078045,17,32588,32642,0.0005216644163495766,0,list,mixed
11,178,11543054,186621099,174030079,14,32645,32642,0.0004288952882789045,0,list,mixed
12,178,12591020,186621099,172979497,20,32471,32642,0.0006159342182254935,0,list,mixed
13,178,13641602,186621099,171921884,19,32973,32642,0.0005820721769499418,0,list,mixed
14,178,14699215,186621099,170871609,16,32645,32642,0.0004901660437473195,0,list,mixed
15,178,15749490,186621099,169823240,16,32371,32642,0.000494269562262519,0,list,mixed
16,178,16797859,186621099,168776451,17,32631,32642,0.0005209769850755417,0,list,mixed
17,178,17844648,186621099,167725428,10,32764,32642,0.00030635377734207465,0,list,mixed
18,178,18895671,186621099,166677704,21,32683,32642,0.0006433429324183567,0,list,mixed
19,178,19943395,186621099,165630225,17,32642,32642,0.0005208014214815269,0,list,mixed
20,178,20990874,186621099,164581308,18,32522,32642,0.0005534714962179448,0,list,mixed
21,178,22039791,186621099,163526571,15,32288,32642,0.0004645688800792864,0,list,mixed
22,178,23094528,186621099,162481888,19,32507,32642,0.0005844894945704003,0,list,mixed
23,178,24139211,186621099,161427654,15,32788,32642,0.00045953066601311194,0,list,mixed
24,178,25193445,186621099,160378873,17,32661,32642,0.0005208014214815269,0,list,mixed
25,178,26242226,186621099,159331374,24,32567,32642,0.0007369423035588172,1,mixed,mixed
26,178,27289725,186621099,158281709,26,32665,32642,0.000796519821089394,0,list,mixed
27,178,28339390,186621099,157238336,28,32520,32642,0.0008610086100861009,0,list,mixed
28,178,29382763,186621099,156190364,23,32623,32642,0.0007050240627777948,0,list,mixed
29,178,30430735,186621099,155136216,17,32745,32642,0.0005208014214815269,1,mixed,mixed
30,178,31484883,186621099,154090070,18,32557,32642,0.0005528764935344166,0,url,mixed
31,178,32531029,186621099,153039694,21,32765,32642,0.0006433429324183567,0,url,mixed
32,178,33581405,186621099,151983905,19,32887,32642,0.0005820721769499418,0,list,mixed
33,178,34637194,186621099,150938509,22,32592,32642,0.0006750122729504173,0,list,mixed
34,178,35682590,186621099,149885576,27,32809,32642,0.0008271551988236015,1,mixed,mixed
35,178,36735523,186621099,148835423,23,32634,32642,0.0007047864190721333,0,list,mixed
36,178,37785676,186621099,147781695,28,32454,32642,0.00086275959820053,0,url,mixed
37,178,38839404,186621099,146734003,14,32369,32642,0.0004325125892057215,1,mixed,mixed
38,178,39887096,186621099,145683908,17,31642,32642,0.0005372606029960179,0,list,mixed
39,178,40937191,186621099,144634698,18,32262,32642,0.0005579319323042589,0,url,mixed
40,178,41986401,186621099,143586526,22,32391,32642,0.0006792010126269643,1,mixed,mixed
41,178,43034573,186621099,142538780,25,32164,32642,0.0007772665091406541,1,mixed,mixed
42,178,44082319,186621099,141490983,12,32071,32642,0.0003741698107324374,0,list,mixed
43,178,45130116,186621099,140444764,18,32242,32642,0.0005582780224551827,0,list,mixed
44,178,46176335,186621099,139392901,19,32462,32642,0.0005852997350748567,0,url,mixed
45,178,47228198,186621099,138344292,21,32675,32642,0.0006433429324183567,0,url,mixed
46,178,48276807,186621099,137294501,22,32716,32642,0.0006739783101525642,1,mixed,mixed
47,178,49326598,186621099,136245983,23,32645,32642,0.0007046136878867716,1,mixed,mixed
48,178,50375116,186621099,135191554,16,32881,32642,0.0004901660437473195,0,url,mixed
49,178,51429545,186621099,134142935,16,32505,32642,0.0004922319643131826,0,url,mixed
50,178,52478164,186621099,133094271,22,32613,32642,0.0006745776224205072,1,mixed,mixed
51,178,53526828,186621099,132046440,23,32575,32642,0.000706062931696086,0,url,mixed
52,178,54574659,186621099,130998032,19,32638,32642,0.0005821435136956921,1,mixed,mixed
53,178,55623067,186621099,129947210,17,32566,32642,0.0005220168273659645,1,mixed,mixed
54,178,56673889,186621099,128898051,20,32626,32642,0.0006130080304051983,1,mixed,mixed
55,178,57723048,186621099,127848855,13,32658,32642,0.000398259910544697,1,mixed,mixed
56,178,58772244,186621099,126804102,20,32479,32642,0.0006157825056190153,0,url,mixed
57,178,59816997,186621099,125756516,28,32663,32642,0.000857790576557809,1,mixed,mixed
58,178,60864583,186621099,124710991,25,32603,32642,0.0007668006011716714,0,url,mixed
59,178,61910108,186621099,123659212,19,32702,32642,0.0005820721769499418,1,mixed,mixed
60,178,62961887,186621099,122607156,15,32635,32642,0.00045962923241918186,0,url,mixed
61,178,64013943,186621099,121557160,19,32735,32642,0.0005820721769499418,1,mixed,mixed
62,178,65063939,186621099,120507829,15,31714,32642,0.0004729772340291354,1,mixed,mixed
63,178,66113270,186621099,119458904,19,32662,32642,0.0005820721769499418,1,mixed,mixed
64,178,67162195,186621099,118410103,21,32586,32642,0.0006444485361811821,1,mixed,mixed
65,178,68210996,186621099,117360809,15,32476,32642,0.00046187954181549454,1,mixed,mixed
66,178,69260290,186621099,116312178,25,32507,32642,0.0007690651244347371,1,mixed,mixed
67,178,70308921,186621099,115262009,17,32673,32642,0.0005208014214815269,1,mixed,mixed
68,178,71359090,186621099,114207919,17,32757,32642,0.0005208014214815269,1,mixed,mixed
69,178,72413180,186621099,113159089,17,32651,32642,0.0005208014214815269,0,url,mixed
70,178,73462010,186621099,112115983,21,32495,32642,0.0006462532697338052,1,mixed,mixed
71,178,74505116,186621099,111070238,21,32603,32642,0.0006441125049842039,1,mixed,mixed
72,178,75550861,186621099,110020954,20,32724,32642,0.0006127075546841493,1,mixed,mixed
73,178,76600145,186621099,108971550,21,32731,32642,0.0006433429324183567,1,mixed,mixed
74,178,77649549,186621099,107922149,24,32724,32642,0.0007352490656209791,0,url,mixed
75,178,78698950,186621099,106871990,20,32717,32642,0.0006127075546841493,1,mixed,mixed
76,178,79749109,186621099,105824019,19,32689,32642,0.0005820721769499418,1,mixed,mixed
77,178,80797080,186621099,104775041,19,32568,32642,0.000583394743306313,1,mixed,mixed
78,178,81846058,186621099,103725414,20,32493,32642,0.0006155171883174838,1,mixed,mixed
79,178,82895685,186621099,102676579,16,31974,32642,0.0005004065803465316,0,list,mixed
80,178,83944520,186621099,101631568,30,32592,32642,0.0009204712812960235,1,mixed,mixed
81,178,84989531,186621099,100582834,16,32697,32642,0.0004901660437473195,1,mixed,mixed
82,178,86038265,186621099,99533458,19,32616,32642,0.0005825361785626686,1,mixed,mixed
83,178,87087641,186621099,98484499,21,32689,32642,0.0006433429324183567,1,mixed,mixed
84,178,88136600,186621099,97436238,17,32400,32642,0.0005246913580246914,1,mixed,mixed
85,178,89184861,186621099,96385899,18,32681,32642,0.0005514367992157344,1,mixed,mixed
86,178,90235200,186621099,95336981,15,32648,32642,0.00045953066601311194,1,mixed,mixed
87,178,91284118,186621099,94286525,16,32697,32642,0.0004901660437473195,0,template,mixed
88,178,92334574,186621099,93241535,14,32508,32642,0.0004306632213608958,0,template,mixed
89,178,93379564,186621099,92193093,22,32647,32642,0.0006739783101525642,1,mixed,mixed
90,178,94428006,186621099,91145577,17,32607,32642,0.0005213604440764253,1,mixed,mixed
91,178,95475522,186621099,90097794,15,32632,32642,0.00045967148810983086,1,mixed,mixed
92,178,96523305,186621099,89049085,23,32487,32642,0.0007079754978914643,1,mixed,mixed
93,178,97572014,186621099,88001363,24,32586,32642,0.0007365126127784938,1,mixed,mixed
94,178,98619736,186621099,86953968,19,32628,32642,0.0005823219320828736,1,mixed,mixed
95,178,99667131,186621099,85905467,23,32594,32642,0.0007056513468736577,1,mixed,mixed
96,178,100715632,186621099,84858603,18,32542,32642,0.0005531313379632474,1,mixed,mixed
97,178,101762496,186621099,83811516,23,32148,32642,0.0007154410849819585,1,mixed,mixed
98,178,102809583,186621099,82759058,23,32737,32642,0.0007046136878867716,1,mixed,mixed
99,178,103862041,186621099,81710592,18,32403,32642,0.0005555041199888899,0,url,mixed
100,178,104910507,186621099,80658047,19,32800,32642,0.0005820721769499418,0,url,mixed
101,178,105963052,186621099,79614873,16,32505,32642,0.0004922319643131826,0,url,mixed
102,178,107006226,186621099,78566986,17,32685,32642,0.0005208014214815269,0,url,mixed
103,178,108054113,186621099,77511941,17,32869,32642,0.0005208014214815269,0,url,mixed
104,178,109109158,186621099,76462941,18,32632,32642,0.000551605785731797,1,mixed,mixed
105,178,110158158,186621099,75413017,18,32342,32642,0.0005565518520808855,1,mixed,mixed
106,178,111208082,186621099,74364956,19,32653,32642,0.0005820721769499418,1,mixed,mixed
107,178,112256143,186621099,73317520,24,32625,32642,0.000735632183908046,0,url,mixed
108,178,113303579,186621099,72265390,17,32761,32642,0.0005208014214815269,0,url,mixed
109,178,114355709,186621099,71222794,16,32481,32642,0.0004925956713155383,0,url,mixed
110,178,115398305,186621099,70174936,17,32668,32642,0.0005208014214815269,0,url,mixed
111,178,116446163,186621099,69130682,18,32507,32642,0.0005537268895930107,0,url,mixed
112,178,117490417,186621099,68082539,22,32683,32642,0.0006739783101525642,0,url,mixed
113,178,118538560,186621099,67041145,18,32430,32642,0.0005550416281221092,0,url,mixed
114,178,119579954,186621099,65992935,15,32671,32642,0.00045953066601311194,0,url,mixed
115,178,120628164,186621099,64945090,26,32113,32642,0.0008096409553763273,0,list,mixed
116,178,121676009,186621099,63896753,20,32605,32642,0.0006134028523232633,1,mixed,mixed
117,178,122724346,186621099,62856907,16,32403,32642,0.0004937814399901244,0,url,mixed
118,178,123764192,186621099,61809506,15,32263,32642,0.0004649288658835198,0,url,mixed
119,178,124811593,186621099,60761437,14,32562,32642,0.00042994902033044653,1,mixed,mixed
120,178,125859662,186621099,59714150,19,32611,32642,0.0005826254944650578,1,mixed,mixed
121,178,126906949,186621099,58665023,12,32476,32642,0.0003695036334523956,1,mixed,mixed
122,178,127956076,186621099,57620562,15,32554,32642,0.0004607728696934325,1,mixed,mixed
123,178,129000537,186621099,56577625,11,32536,32642,0.00033808704204573396,1,mixed,mixed
124,178,130043474,186621099,55525060,15,32815,32642,0.00045953066601311194,0,url,mixed
125,178,131096039,186621099,54477710,16,32681,32642,0.0004901660437473195,1,mixed,mixed
126,178,132143389,186621099,53424901,19,32733,32642,0.0005820721769499418,1,mixed,mixed
127,178,133196198,186621099,52376842,16,32647,32642,0.0004901660437473195,1,mixed,mixed
128,178,134244257,186621099,51323040,14,32806,32642,0.0004288952882789045,1,mixed,mixed
129,178,135298059,186621099,50269098,18,32693,32642,0.0005514367992157344,1,mixed,mixed
130,178,136352001,186621099,49218811,15,32755,32642,0.00045953066601311194,0,list,mixed
131,178,137402288,186621099,48171723,12,32672,32642,0.00036762453281048957,0,list,mixed
132,178,138449376,186621099,47131971,16,32401,32642,0.0004938119193852042,0,list,mixed
133,178,139489128,186621099,46081332,13,32792,32642,0.000398259910544697,1,mixed,mixed
134,178,140539767,186621099,45033098,13,32734,32642,0.000398259910544697,1,mixed,mixed
135,178,141588001,186621099,43985157,13,32696,32642,0.000398259910544697,0,list,mixed
136,178,142635942,186621099,42936474,19,32710,32642,0.0005820721769499418,1,mixed,mixed
137,178,143684625,186621099,41876630,18,32953,32642,0.0005514367992157344,0,list,mixed
138,178,144744469,186621099,40828773,18,32686,32642,0.0005514367992157344,0,list,mixed
139,178,145792326,186621099,39779060,16,32711,32642,0.0004901660437473195,0,list,mixed
140,178,146842039,186621099,38734110,14,32353,32642,0.00043272648595184374,0,list,mixed
141,178,147886989,186621099,37687177,14,32668,32642,0.0004288952882789045,1,mixed,mixed
142,178,148933922,186621099,36636049,18,32775,32642,0.0005514367992157344,0,url,mixed
143,178,149985050,186621099,35591148,20,32568,32642,0.0006140997297961189,0,list,mixed
144,178,151029951,186621099,34550532,12,31756,32642,0.0003778813452575891,0,list,mixed
145,178,152070567,186621099,33502390,15,32695,32642,0.00045953066601311194,0,list,mixed
146,178,153118709,186621099,32455449,14,32668,32642,0.0004288952882789045,0,list,mixed
147,178,154165650,186621099,31406283,16,32686,32642,0.0004901660437473195,0,list,mixed
148,178,155214816,186621099,30357705,21,32695,32642,0.0006433429324183567,0,list,mixed
149,178,156263394,186621099,29307056,21,32737,32642,0.0006433429324183567,0,list,mixed
150,178,157314043,186621099,28260658,16,32567,32642,0.0004912948690392114,0,list,mixed
151,178,158360441,186621099,27212112,21,32470,32642,0.0006467508469356329,0,list,mixed
152,178,159408987,186621099,26163909,23,32653,32642,0.0007046136878867716,0,list,mixed
153,178,160457190,186621099,25114466,21,32690,32642,0.0006433429324183567,0,list,mixed
154,178,161506633,186621099,24067193,18,32621,32642,0.0005517917905643603,0,list,mixed
155,178,162553906,186621099,23019915,18,32424,32642,0.0005551443375277572,0,list,mixed
156,178,163601184,186621099,21975106,19,32267,32642,0.0005888368921808659,0,list,mixed
157,178,164645993,186621099,20928742,23,32579,32642,0.0007059762423647135,0,list,mixed
158,178,165692357,186621099,19880088,17,32680,32642,0.0005208014214815269,0,list,mixed
159,178,166741011,186621099,18828449,14,32670,32642,0.0004288952882789045,0,list,mixed
160,178,167792650,186621099,17782262,15,32548,32642,0.00046085781000368685,0,list,mixed
161,178,168838837,186621099,16738387,20,32549,32642,0.0006144582014808443,0,list,mixed
162,178,169882712,186621099,15690312,24,32680,32642,0.0007352490656209791,0,list,mixed
163,178,170930787,186621099,14645453,23,32582,32642,0.000705911239334602,0,list,mixed
164,178,171975646,186621099,13595923,19,32484,32642,0.0005849033370274597,1,mixed,mixed
165,178,173025176,186621099,12547275,20,32696,32642,0.0006127075546841493,0,list,mixed
166,178,174073824,186621099,11509803,21,32339,32642,0.0006493707288413371,0,list,mixed
167,178,175111296,186621099,10457151,23,32823,32642,0.0007046136878867716,0,list,mixed
168,178,176163948,186621099,9426427,21,32146,32642,0.0006532694580974305,1,mixed,mixed
169,178,177194672,186621099,8377349,23,32706,32642,0.0007046136878867716,0,list,mixed
170,178,178243750,186621099,7325171,15,32802,32642,0.00045953066601311194,0,list,mixed
171,178,179295928,186621099,6277847,19,32490,32642,0.0005847953216374269,0,list,mixed
172,178,180343252,186621099,5235026,23,32510,32642,0.0007074746231928638,0,list,mixed
173,178,181386073,186621099,4182789,28,32811,32642,0.000857790576557809,0,list,mixed
174,178,182438310,186621099,3134369,34,32385,32642,0.0010498687664041995,0,list,mixed
175,178,183486730,186621099,2088310,39,32567,32642,0.0011975312432830779,0,list,mixed
176,178,184532789,186621099,1045763,37,32513,32642,0.0011380063359271676,0,list,mixed
177,178,185575336,186621099,0,29,32607,32642,0.0008893795810715491,0,list,mixed
0,179,0,187670326,186622107,25,25701,31688,0.0009727247967005175,1,list,list
1,179,1048219,187670326,185572418,26,29893,31688,0.0008697688422038604,1,list,list
2,179,2097908,187670326,184523658,33,30366,31688,0.0010867417506421656,1,list,list
3,179,3146668,187670326,183474812,13,32164,31688,0.0004102499368846251,1,list,list
4,179,4195514,187670326,182426851,26,31507,31688,0.0008252134446313518,0,mixed,list
5,179,5243475,187670326,181378526,24,28307,31688,0.0008478468223407638,0,mixed,list
6,179,6291800,187670326,180327971,24,30984,31688,0.000774593338497289,1,list,list
7,179,7342355,187670326,179277791,21,32458,31688,0.0006627114365059328,1,list,list
8,179,8392535,187670326,178223066,27,32538,31688,0.0008520575612219137,1,list,list
9,179,9447260,187670326,177176288,24,32499,31688,0.0007573844988639232,0,mixed,list
10,179,10494038,187670326,176127272,34,32588,31688,0.001072961373390558,1,list,list
11,179,11543054,187670326,175079306,23,32645,31688,0.0007258268114112597,1,list,list
12,179,12591020,187670326,174028724,24,32471,31688,0.0007573844988639232,1,list,list
13,179,13641602,187670326,172971111,20,32973,31688,0.0006311537490532694,1,list,list
14,179,14699215,187670326,171920836,25,32645,31688,0.0007889421863165867,1,list,list
15,179,15749490,187670326,170872467,20,32371,31688,0.0006311537490532694,1,list,list
16,179,16797859,187670326,169825678,25,32631,31688,0.0007889421863165867,1,list,list
17,179,17844648,187670326,168774655,18,32764,31688,0.0005680383741479424,1,list,list
18,179,18895671,187670326,167726931,18,32683,31688,0.0005680383741479424,1,list,list
19,179,19943395,187670326,166679452,26,32642,31688,0.0008204998737692502,1,list,list
20,179,20990874,187670326,165630535,23,32522,31688,0.0007258268114112597,1,list,list
21,179,22039791,187670326,164575798,15,32288,31688,0.00047336531178995204,1,list,list
22,179,23094528,187670326,163531115,28,32507,31688,0.0008836152486745772,1,list,list
23,179,24139211,187670326,162476881,26,32788,31688,0.0008204998737692502,1,list,list
24,179,25193445,187670326,161428100,27,32661,31688,0.0008520575612219137,1,list,list
25,179,26242226,187670326,160380601,31,32567,31688,0.0009782883110325674,0,mixed,list
26,179,27289725,187670326,159330936,27,32665,31688,0.0008520575612219137,1,list,list
27,179,28339390,187670326,158287563,38,32520,31688,0.0011991921232012118,1,list,list
28,179,29382763,187670326,157239591,26,32623,31688,0.0008204998737692502,1,list,list
29,179,30430735,187670326,156185443,16,32745,31688,0.0005049229992426155,0,mixed,list
30,179,31484883,187670326,155139297,29,32557,31688,0.0009151729361272406,0,url,list
31,179,32531029,187670326,154088921,17,32765,31688,0.000536480686695279,0,url,list
32,179,33581405,187670326,153033132,23,32887,31688,0.0007258268114112597,1,list,list
33,179,34637194,187670326,151987736,22,32592,31688,0.0006942691239585963,1,list,list
34,179,35682590,187670326,150934803,24,32809,31688,0.0007573844988639232,0,mixed,list
35,179,36735523,187670326,149884650,34,32634,31688,0.001072961373390558,1,list,list
36,179,37785676,187670326,148830922,25,32454,31688,0.0007889421863165867,0,url,list
37,179,38839404,187670326,147783230,25,32369,31688,0.0007889421863165867,0,mixed,list
38,179,39887096,187670326,146733135,22,31642,31688,0.0006952784274066114,1,list,list
39,179,40937191,187670326,145683925,20,32262,31688,0.0006311537490532694,0,url,list
40,179,41986401,187670326,144635753,29,32391,31688,0.0009151729361272406,0,mixed,list
41,179,43034573,187670326,143588007,30,32164,31688,0.0009467306235799041,0,mixed,list
42,179,44082319,187670326,142540210,21,32071,31688,0.0006627114365059328,1,list,list
43,179,45130116,187670326,141493991,21,32242,31688,0.0006627114365059328,1,list,list
44,179,46176335,187670326,140442128,18,32462,31688,0.0005680383741479424,0,url,list
45,179,47228198,187670326,139393519,24,32675,31688,0.0007573844988639232,0,url,list
46,179,48276807,187670326,138343728,27,32716,31688,0.0008520575612219137,0,mixed,list
47,179,49326598,187670326,137295210,33,32645,31688,0.0010414036859378944,0,mixed,list
48,179,50375116,187670326,136240781,18,32881,31688,0.0005680383741479424,0,url,list
49,179,51429545,187670326,135192162,22,32505,31688,0.0006942691239585963,0,url,list
50,179,52478164,187670326,134143498,24,32613,31688,0.0007573844988639232,0,mixed,list
51,179,53526828,187670326,133095667,25,32575,31688,0.0007889421863165867,0,url,list
52,179,54574659,187670326,132047259,27,32638,31688,0.0008520575612219137,0,mixed,list
53,179,55623067,187670326,130996437,18,32566,31688,0.0005680383741479424,0,mixed,list
54,179,56673889,187670326,129947278,25,32626,31688,0.0007889421863165867,0,mixed,list
55,179,57723048,187670326,128898082,26,32658,31688,0.0008204998737692502,0,mixed,list
56,179,58772244,187670326,127853329,16,32479,31688,0.0005049229992426155,0,url,list
57,179,59816997,187670326,126805743,30,32663,31688,0.0009467306235799041,0,mixed,list
58,179,60864583,187670326,125760218,27,32603,31688,0.0008520575612219137,0,url,list
59,179,61910108,187670326,124708439,18,32702,31688,0.0005680383741479424,0,mixed,list
60,179,62961887,187670326,123656383,28,32635,31688,0.0008836152486745772,0,url,list
61,179,64013943,187670326,122606387,26,32735,31688,0.0008204998737692502,0,mixed,list
62,179,65063939,187670326,121557056,20,31714,31688,0.0006311537490532694,0,mixed,list
63,179,66113270,187670326,120508131,30,32662,31688,0.0009467306235799041,0,mixed,list
64,179,67162195,187670326,119459330,31,32586,31688,0.0009782883110325674,0,mixed,list
65,179,68210996,187670326,118410036,23,32476,31688,0.0007258268114112597,0,mixed,list
66,179,69260290,187670326,117361405,26,32507,31688,0.0008204998737692502,0,mixed,list
67,179,70308921,187670326,116311236,21,32673,31688,0.0006627114365059328,0,mixed,list
68,179,71359090,187670326,115257146,28,32757,31688,0.0008836152486745772,0,mixed,list
69,179,72413180,187670326,114208316,24,32651,31688,0.0007573844988639232,0,url,list
70,179,73462010,187670326,113165210,29,32495,31688,0.0009151729361272406,0,mixed,list
71,179,74505116,187670326,112119465,19,32603,31688,0.0005995960616006059,0,mixed,list
72,179,75550861,187670326,111070181,26,32724,31688,0.0008204998737692502,0,mixed,list
73,179,76600145,187670326,110020777,22,32731,31688,0.0006942691239585963,0,mixed,list
74,179,77649549,187670326,108971376,22,32724,31688,0.0006942691239585963,0,url,list
75,179,78698950,187670326,107921217,21,32717,31688,0.0006627114365059328,0,mixed,list
76,179,79749109,187670326,106873246,18,32689,31688,0.0005680383741479424,0,mixed,list
77,179,80797080,187670326,105824268,30,32568,31688,0.0009467306235799041,0,mixed,list
78,179,81846058,187670326,104774641,26,32493,31688,0.0008204998737692502,0,mixed,list
79,179,82895685,187670326,103725806,19,31974,31688,0.0005995960616006059,1,list,list
80,179,83944520,187670326,102680795,29,32592,31688,0.0009151729361272406,0,mixed,list
